AUTHOR;DATES / CENTURY;VIAF;TITLE;YEAR;PLACE;EDITOR;PUBLISHER / DEALER;LANGUAGE;other EDITIONS;KEY WORD 1; KEY WORDS 2;KEY WORDS 3;KEY WORDS 4;KEY WORDS 5;KEY WORDS Unite;LINKS;TOPIC OR SUBJECT 1;TOPIC OR SUBJECT 2;TOPIC OR SUBJECT 3
Nelson, Robert;1656 - 1715;http://viaf.org/viaf/18664895;The great duty of frequenting the Christian sacrifice : and the nature of the preparation required : with suitable devotions, partly collected from the ancient liturgies, to which are prefixed instructions for confirmation;1699;London;;[William Bowyer] for A. and J. Churchill;English;London, [William Bowyer] for A. and J. Churchill, 1714;Eucharistic;Mass;Lyturgic;Handobook;;"Eucharistic;Mass;Lyturgic;Handobook;";https://books.google.it/books?id=9BY8Vx4OgekC&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;4. Sacrifice and Eucharist (16th-18th century);;
Owen, John;1616 - 1683;http://viaf.org/viaf/2480434;Exercitations on the Epistle to the Hebrews also concerning the Messiah wherein the promises concerning him to be a spiritual redeemer of mankind are explained and vindicated, his coming and accomplishment of his work according to the promises is proved and confirmed, the person, or who he is, is declared, the whole oeconomy of the mosaical law, rites, worship, and sacrifice is explained : and in all the doctrine of the person, office, and work of the Messiah is opened, the nature and demerit of the first sin is unfolded, the opinions and traditions of the antient and modern Jews are examined, their objections against the Lord Christ and the Gospel are answered, the time of the coming of the Messiah is stated, and the great fundamental truths of the Gospel vindicated : with an exposition and discourses on the two first chapters of the said epistle to the Hebrews;1668;[London];;"Robert White; Nathaniel Ponder";English;;Saint Paul;Hebrews;Puritan;Christ's sacrifice;;"Saint Paul;Hebrews;Puritan;Christ's sacrifice;";https://ota.bodleian.ox.ac.uk/repository/xmlui/handle/20.500.12024/A53696 ;1. Sacrifice and Bible (16th-18th century);;
Owtram, William;1626 - 1679;http://viaf.org/viaf/12542420;Dissertations;[1677];London;;"John Allen; Burton and Briggs, Gale and Fenner, Hatchard";English;;Jesus Christ;Hebrews;Socinianism;;;"Jesus Christ;Hebrews;Socinianism;;";https://books.google.it/books?id=R94UAAAAYAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false;1. Sacrifice and Bible (16th-18th century);;
Panvino, Onofrio;1529 - 1568;http://viaf.org/viaf/49360443;Onuphrii Panvinii Veronensis, de ludis circensibus, libri ii. De triumphis, liber unus. Quibus universa ferè romanorum veterum sacra ritusq. declarantur, ac figuris aenis illustrantur;1683;Padua;;Petri Marie Frambotti ;Latin;;;;;;;;https://www.worldcat.org/title/onuphrii-panvinii-veronensis-de-ludis-circensibus-libri-ii-de-triumphis-liber-unus-quibus-universa-fere-romanorum-veterum-sacra-ritusq-declarantur-ac-figuris-aenis-illustrantur/oclc/939440424?referer=di&ht=edition;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Parker, Samuel;1640 - 1688;http://viaf.org/viaf/79251518;"Dr. Samuel Parker Lord Bishop of Oxford's Reasons for abrogating the test imposed upon all Members of Parliament. Anno 1678. Octob. 30 : In these words: I A.B. do solemnly and sincerely, in the presence of God, profess, testifie, and declare, that I do believe that in the Sacrament of the Lord's Supper there is not any transubstantiation of the elements of bread and wine into the body and blood of Christ, at, or after the consecration thereof by any persons whatsoever; and that the invocation or adoration of the Virgin Mary, or any other saint, and the sacrifice of the Mass, as they are now used in the Church of Rome, are superstitious and idolatrous. First written for the author's own satisfaction; and now published for the benefit of all others whom it may concern.
";1688;[Edinburgh];;Holy-Rood-House;English;;Doctrinal;Anglican;Eucharist;Transubstantiation;;"Doctrinal;Anglican;Eucharist;Transubstantiation;";https://books.google.it/books?id=7NtmAAAAcAAJ&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;3. Sacrifice and politics (16th-18th century);4. Sacrifice and Eucharist (16th-18th century);
Patrick, Simon;1626 - 1707;http://viaf.org/viaf/61575527;The Christian sacrifice : a treatise shewing the necessity, end, and manner of receiving the Holy Communion: together with suitable prayers and meditations;1671;London;;R.N.;English;1693, London, J.H.;Eucharist;Lirurgy;Prayer;Handbooks;Meditation;"Eucharist;Lirurgy;Prayer;Handbooks;Meditation";https://www.google.it/books/edition/The_Christian_Sacrifice_A_Treatise_Shewi/jX1mAAAAcAAJ?hl=it&gbpv=1&dq=the+christian+sacrifice:+a+treatise+shewing+the+necessity,+end+and+manner+of+receiving+the+holy+communion+...&printsec=frontcover ;4. Sacrifice and Eucharist (16th-18th century);6. Sacrifices of self: Martyrology after Reformation (16th-18th century);
Patrick, Simon;1626 - 1707;http://viaf.org/viaf/61575527;Religious conscience : or, the morning and evening sacrifice. A poem. In imitation of Dr. Young's Night thoughts;[1755];London;;[printed for many sellers];English;;Poem;Christian daily life;Conscience;;;"Poem;Christian daily life;Conscience;;";https://www.worldcat.org/title/religious-conscience-or-the-morning-and-evening-sacrifice-a-poem-in-imitation-of-dr-youngs-night-thoughts/oclc/642553582&referer=brief_results;4. Sacrifice and Eucharist (16th-18th century);;
Patrick, Simon;1626 - 1707;http://viaf.org/viaf/61575527;"The Christian sacrifice. A treatise shewing the necessity, end and manner of receiving the Holy Communion: together with suitable prayers and meditations for every month in the year; and the principal festivals in memory of our Blessed Saviour. In four parts. By the Right Reverend Father in God, Simon Lord Bishop of Ely.
";1671;London;;"R. N.; R. Roston";English;"J. H[eptinstall], London,1693; W. H., London, 1697; J. H., London, 1701";Handbooks;Anglican;Eucharist;Meditation;Prayer;"Handbooks;Anglican;Eucharist;Meditation;Prayer";https://www.google.it/books/edition/The_Christian_Sacrifice_A_Treatise_Shewi/jX1mAAAAcAAJ?hl=it&gbpv=1&dq=The+Christian+sacrifice.+A+treatise+shewing+the+necessity&printsec=frontcover ;4. Sacrifice and Eucharist (16th-18th century);;
Pelling, Edward;1640 - 1718;http://viaf.org/viaf/44648355;"The regular Christians daily sacrifice, or, A collection of prayers chiefly out of David's Psalms and the rest of the Common prayer book : to be used by the people in their private devotion on all ordinary and special occasions : with a particular office for sacrament-days
";1685;Lodon;;Ben. Griffin and Sam. Keble;English;;Anglican;Prayer;David (King);Common Prayer (Book);Christian daily life;"Anglican;Prayer;David (King);Common Prayer (Book);Christian daily life";https://search.proquest.com/docview/2240854349 ;4. Sacrifice and Eucharist (16th-18th century);;
Philipot, Thomas;? - 1682;http://viaf.org/viaf/24947263;Antiquitas theologica & gentilis, or, Two discourses : the first, concerning the original of churches, and their direct or collateral endowments : the second, touching the religion of the gentiles, their temples, priests, sacrifices, and other ancient rituals. A work necessary for divines, lawyers, antiquaries, historians and poets;1670;London;;"W.G.; R. Needham";English;;Ancient Rituals;Temple;Antiquarian;History;;"Ancient Rituals;Temple;Antiquarian;History;";https://www.google.it/books/edition/Antiquitas_theologica_et_gentilis_Or_two/rOZoAAAAcAAJ?hl=it&gbpv=1&dq=Antiquitas+theologica+%26+gentilis,+or,+Two+discourses+philipot&pg=PP17&printsec=frontcover;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Phipps, Joseph;1708 - 1787;http://viaf.org/viaf/67915476;The original and present state of man, briefly considered wherein is shewn, the nature of his fall, and the necessity, means and manner of his restoration, through the sacrifice of Christ, and the sensible operation of that divine principle of grace and truth, held forth to the world, by the people called Quakers.;1723;London;;Mary Hinde;English;"1788, London, s.e.; 1788, New York, William Ross; 1793, Trenton; 1799, Philadelphia";Quakker;Nature (Human);Christ's sacrifice;Grace;;"Quakker;Nature (Human);Christ's sacrifice;Grace;";https://www.google.it/books/edition/The_Original_and_Present_State_of_Man_Br/rlBpAAAAcAAJ?hl=it&gbpv=1&dq=The+original+and+present+state+of+man&pg=PA11&printsec=frontcover;4. Sacrifice and Eucharist (16th-18th century);;
Pitcarne, Alexander;[1622] - 1695;http://viaf.org/viaf/22490158;The [sp]iritual sacrifice, or, A treatise wherein several weighty questions and cases concerning the saints communion with God in prayer are propounded and practically improved;1644;London;;George Sawbridge;English;;Spiritual;Sanctity;Prayer;;;"Spiritual;Sanctity;Prayer;;";https://www.worldcat.org/title/spiritual-sacrifice-or-a-treatise-wherein-several-weighty-questions-and-cases-concerning-the-saints-communion-with-god-in-prayer-are-propounded-and-practically-improved/oclc/1203734890&referer=brief_results;4. Sacrifice and Eucharist (16th-18th century);;
Purchas, Samuel;[1577] - 1626;http://viaf.org/viaf/22239295;Purchas his Pilgrimage, or, Relations of the world and the religions observed in all ages and places discouered, from the creation vnto this present : in foure partes : this first containeth a theologicall and geographicall historie of Asia, Africa, and America, with the ilands adiacent : declaring the ancient religions before the floud, the heathnish, Jewish, and Saracenicall in all ages since ... with briefe descriptions of the countries, nations, states, discoueries, priuate and publike customes, and the most remarkable rarities of nature, or humane industrie, in the same;1613;London;;"William Stansby; Henrie Fetherstone";English;"1614; 1617";;;;;;;https://www.worldcat.org/title/purchas-his-pilgrimage-or-relations-of-the-world-and-the-religions-observed-in-all-ages-and-places-discouered-from-the-creation-vnto-this-present-in-foure-partes-this-first-containeth-a-theologicall-and-geographicall-historie-of-asia-africa-and-america-with-the-ilands-adiacent-declaring-the-ancient-religions-before-the-floud-the-heathnish-jewish-and-saracenicall-in-all-ages-since-with-briefe-descriptions-of-the-countries-nations-states-discoueries-priuate-and-publike-customes-and-the-most-remarkable-rarities-of-nature-or-humane-industrie-in-the-same/oclc/25717233?referer=di&ht=edition;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
"Rainolds, John;";1549 - 1607;http://viaf.org/viaf/20024748;The summe of the conference betweene Iohn Rainoldes and Iohn Hart : Touching the head and the faith of the church. Wherein by the way are handled sundrie pointes, of the sufficiencie and right expounding of the Scriptures, the ministerie of the church, the function of priesthood, the sacrifice of the Masse, with other controuersies of religion: but chiefly and purposely the poynt of Church-gouernement ... Penned by Iohn Rainoldes ... perused by Iohn Hart, and (after things supplied, and altered, as he thought good) allowed for the faithfull report of that which past in conference betweene them. Whereunto is annexed a treatise intituled, Six conclusions touching the holy Scripture and the church, written by Iohn Rainoldes. With a defence of such things as Thomas Stapleton and Gregorie Martin have carped at therein.;1588;London;;W. Hall;English;;Christ's sacrifice;Puritan;Eucharist;Controversy;Jesuit;"Christ's sacrifice;Puritan;Eucharist;Controversy;Jesuit";https://www.worldcat.org/title/summe-of-the-conference-betweene-iohn-rainoldes-and-iohn-hart-touching-the-head-and-the-faith-of-the-church-wherein-by-the-way-are-handled-sundrie-pointes-of-the-sufficiencie-and-right-expounding-of-the-scriptures-the-ministerie-of-the-church-the-function-of-priesthood-the-sacrifice-of-the-masse-with-other-controuersies-of-religion-but-chiefly-and-purposely-the-poynt-of-church-gouernement-penned-by-iohn-rainoldes-perused-by-iohn-hart-and-after-things-supplied-and-altered-as-he-thought-good-allowed-for-the-faithfull-report-of-that-which-past-in-conference-betweene-them-whereunto-is-annexed-a-treatise-intituled-six-conclusions-touching-the-holy-scripture-and-the-church-written-by-iohn-rainoldes-with-a-defence-of-such-things-as-thomas-stapleton-and-gregorie-martin-have-carped-at-therein/oclc/61371128?referer=br&ht=edition;4. Sacrifice and Eucharist (16th-18th century);;
Roberts, Francis;1609 - 1675;http://viaf.org/viaf/12650271;A broken spirit, God's sacrifices. Or, The gratefulnesse of a broken spirit unto God. Represented in a sermon, before the right Honourable House of Peeres, in K. Henry the Seventh's chappell in the Abbey Westminster, upon Wednesday Decemb. 9. 1646. Being a day of publike humiliation for removing of the great judgment of rain and waters then upon the kingdome, &c;1646;London;;George Calvert;English;;Sermon;Anglican;Sin;;;"Sermon;Anglican;Sin;;";"https://quod.lib.umich.edu/e/eebo/A91855.0001.001/1:3?rgn=div1;view=fulltext";6. Sacrifices of self: Martyrology after Reformation (16th-18th century);;
Rous, Francis;1615 - 1643;http://viaf.org/viaf/55234822;Archæologiæ atticæ libri tres : three books of the Attick antiquities, containing the description of the cities glory, government, division of the people, and townes within the Athenian territories, their religion, superstition, sacrifices, account of their year : as also a full relation of their judicatories;1646;London;;George Calvert;Latin;;Ancient Rituals;Lyturgic;Greeks;;;"Ancient Rituals;Lyturgic;Greeks;;";https://www.archive.org/details/archaeologaeiatt00rous;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Anonymous / Unknown;? - ?;;Balaams Asse, Or The City-Fast For Cursing the King : and Blessing Oliver. With the Peoples Speech to their Independent Drivers. And the Asses Sacrifice, or good speed to Oliver.;1649;n. p.;;n. p.;English;;English Civil War;Regicide;Bible, Numbers;;;"English Civil War;Regicide;Bible, Numbers;;";"https://quod.lib.umich.edu/cgi/t/text/text-idx?c=eebo2;idno=A77769.0001.001 ";3. Sacrifice and politics (16th-18th century);;
Anonymous / Unknown;? - ?;;The divine banquet : or, sacramental devotions. Consisting of morning and evening prayers, contemplations and hymns for every day in the week, in order to a more solemn preparation for the worthy receiving of the Holy Communion. ... To which is added, The devout Christian daily sacrifice.;1696;London;;printed for Nath. Crouch;English;1724, London, Crouch;Handbooks;Christian daily life;Hymns;Prayer;Last Supper;"Handbooks;Christian daily life;Hymns;Prayer;Last Supper";"https://www.worldcat.org/title/divine-banquet-or-sacramental-devotions-consisting-of-morning-and-evening-prayers-contemplations-and-hymns-for-every-day-in-the-week-in-order-to-a-more-solemn-preparation-for-the-worthy-receiving-of-the-holy-communion-to-which-is-added-the-devout-christian-daily-sacrifice/oclc/990953921?referer=di&ht=edition						";4. Sacrifice and Eucharist (16th-18th century);;
Anonymous / Unknown;? - ?;;"The pious Christian's sacrifice ; or, devotions for the devout soul on Sacrament-Day, both in his closet, and in the church. Principally taken out of the Liturgy, and of the Writings of the most eminent Men of the Church of England. Fit to be bound with Common-Prayers.
";1717;London;;H. Meere;English;;Anglican;Christ's sacrifice;Liturgy;Soul;;"Anglican;Christ's sacrifice;Liturgy;Soul;";https://www.google.it/books/edition/The_Pious_Christian_s_Sacrifice_Or_Devot/N1hiAAAAcAAJ?hl=it&gbpv=1&dq=The+pious+Christians+sacrifice+%3B+or,+devotions+for&printsec=frontcover ;4. Sacrifice and Eucharist (16th-18th century);;
Anonymous / Unknown;? - ?;;Descrizione della presente figura mandata in Roma da un missionario apostolico della Cina con le cirimonie, che si praticano nel solenne sacrificio di Confucio: cauata dall'articolo 4. dei quesiti decisi dalla Santità di N.S. Clemente 11. il dì 20. nouembre 1704;[1704];n. p.;;n. p.;Italian;;Catholic;Confucianism;Cina;Mission;Cinese Rites;"Catholic;Confucianism;Cina;Mission;Cinese Rites";https://opac.sbn.it/opacsbn/opaclib?saveparams=false&db=solr_iccu&select_db=solr_iccu&searchForm=opac%2Ficcu%2Favanzata.jsp&resultForward=opac%2Ficcu%2Ffull.jsp&do_cmd=search_show_cmd&extra_rpnlabel=&long_emisfero_da=-&long_gradi_da=&long_primi_da=&long_secondi_da=&long_emisfero_a=-&long_gradi_a=&long_primi_a=&long_secondi_a=&lat_emisfero_da=&lat_gradi_da=&lat_primi_da=&lat_secondi_da=&lat_emisfero_a=&lat_gradi_a=&lat_primi_a=&lat_secondi_a=&nentries=1&rpnlabel=+Titolo+%3D+sacrificio+%28parole+in+AND%29++AND+Titolo+%3D+Roma+%28parole+in+AND%29++AND+Anno+di+pubblicazione%3E%3D1500++AND+Anno+di+pubblicazione%3C%3D1799+&rpnquery=%40attrset+bib-1+%40and+%40and+%40and++%40attr+1%3D4+%40attr+4%3D6+%22sacrificio%22++%40attr+1%3D4+%40attr+4%3D6+%22Roma%22++%40attr+1%3D31+%40attr+4%3D4++%40attr++2%3D4+%221500%22++%40attr+1%3D31+%40attr+4%3D4++%40attr++2%3D2+%221799%22&fname=none&from=2;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century);
Sancto Francisco à, Angelus;1601 - 1678;http://viaf.org/viaf/89156701;Holy altar and sacrifice explain'd: in some familiar dialogues on the mass, and what may appertain to it: For the more easy Information and Instruction of those who desire to hear Mass well, and to assist at that great Sacrifice, according to the Spirit and Intention of the Church. With an appendix, concerning saying mass in Latin, and of pronouncing the secret prayers and the canon with a low voice. By P.B.O.S.F.;1768;London;;different sellers;English;;Eucharist;Catholic;Franciscan;Lithurgy;Dialogs;"Eucharist;Catholic;Franciscan;Lithurgy;Dialogs";https://www.worldcat.org/title/holy-altar-and-sacrifice-explaind-in-some-familiar-dialogues-on-the-mass-and-what-may-appertain-to-it-for-the-more-easy-information-and-instruction-of-those-who-desire-to-hear-mass-well-and-to-assist-at-that-great-sacrifice-according-to-the-spirit-and-intention-of-the-church-with-an-appendix-concerning-saying-mass-in-latin-and-of-pronouncing-the-secret-prayers-and-the-canon-with-a-low-voice-by-pbosf/oclc/745244538?referer=di&ht=edition;4. Sacrifice and Eucharist (16th-18th century);;
Scandret, John;? - ?;;Sacrifice the divine service, from the covenant of grace, to the consumation of the mystery of man's redemption. By J. Scandret [...] To which is prefix'd a letter to the author, from the Reverend Mr. Charles Leslie;1707;London;;Geo. Strathan;English;London, S. Austin, 1675;Mass;Redemption;Grace;;;"Mass;Redemption;Grace;;";https://www.worldcat.org/title/sacrifice-the-divine-service-from-the-covenant-of-grace-to-the-consumation-of-the-mystery-of-mans-redemption-by-j-scandret-to-which-is-prefixd-a-letter-to-the-author-from-the-reverend-mr-charles-leslie/oclc/225179389&referer=brief_results;4. Sacrifice and Eucharist (16th-18th century);;
Schotanus, Christian;1603 - 1671;http://viaf.org/viaf/23245141;Dissertatio philologico-theologica De sacrificio ... de quo alias Sacer Codex, Lev. 2, v. 1 et Num. 15 v. 4 ... quam divina auxiliante gratia moderatore ... Christiano Schotano publicæ ac placidæ ventilationi subjicit ... Olaus Erici Tormius;1662;Franeker ;;Wellens Johannes;Latin;;Reformed;Philology;Levitic;Numbers;Hebrew;"Reformed;Philology;Levitic;Numbers;Hebrew";https://archive.org/details/den-kbd-all-11010400889F-001;1. Sacrifice and Bible (16th-18th century);;
Sibbes, Richard;1577 - 1635;http://viaf.org/viaf/32139543;Evangelicall sacrifices. In xix. sermons. I. Thankfull commemorations for Gods mercy in our great deliverance from the papists powder-plot. 2. The successefull seeker. 3. Faith triumphant. 4. Speciall preparations to fit us for our latter end in foure funerall sermons. 5. The faithfull covenanter. 6. The demand of a good conscience. 7. The sword of the wicked. By the late learned and reverend divine, Rich. Sibbs. Doctor in Divinity, Mr. of Katherine Hall in Cambridge, and sometimes preacher to the honourable society of Grayes-Inne. The third tome. Published and perused by D. Sibbs owne appointment, subscribed with his hand to prevent imperfect copies after his decease;1640;London;;T. B. ;English;John William, Lonfon, 1645;Sermon;Anglican;Christ's sacrifice;Controversy;;"Sermon;Anglican;Christ's sacrifice;Controversy;";https://ota.bodleian.ox.ac.uk/repository/xmlui/handle/20.500.12024/A12182;6. Sacrifices of self: Martyrology after Reformation (16th-18th century);;
Smith, Henry;[1560] - 1591;http://viaf.org/viaf/64283755;The Christians sacrifice Seene, and allowed;1589;London;;"Thomas Orwin; Thomas Man";English;;Christ's sacrifice;Puritan;Sermon;;;"Christ's sacrifice;Puritan;Sermon;;";https://books.google.it/books?id=VaBkAAAAcAAJ&pg=PP7&hl=it&source=gbs_selected_pages&cad=3#v=onepage&q&f=false;4. Sacrifice and Eucharist (16th-18th century);;
Smith, Michael;? - ?;;"Christianity unmasqued : or unavoidable ignorance preferable to corrupt Christianity. A poem. In twenty-one cantos. By Michael Smith, A.B. Vicar of South Mimms, in Hertfordshire. A Verse may catch him who a Sermon flies, And turn Delight into a Sacrifice. Ludentem lasciva severum, Seria dictu. Art. Poet.
";;London;;H. Turpin;English;1771;Poem;Falsity;Ignorance;Delight;;"Poem;Falsity;Ignorance;Delight;";https://www.worldcat.org/title/christianity-unmasqued-or-unavoidable-ignorance-preferable-to-corrupt-christianity-a-poem-in-twenty-one-cantos-by-michael-smith-ab-vicar-of-south-mimms-in-hertfordshire-a-verse-may-catch-him-who-a-sermon-flies-and-turn-delight-into-a-sacrifice-ludentem-lasciva-severum-seria-dictu-art-poet/oclc/642487959?referer=di&ht=edition;4. Sacrifice and Eucharist (16th-18th century);;
Smyth, Richard;1500 - 1563;http://viaf.org/viaf/27294281;De missae sacrificio, succincta quaedam enarratio;1562;Lovanio;;Ioannem Bogardum;Latin;;Catholic;Eucharist;Mess;;;"Catholic;Eucharist;Mess;;";https://books.google.it/books?id=hXE-AAAAcAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false;4. Sacrifice and Eucharist (16th-18th century);;
Sporer, Patritius;? - 1683; http://viaf.org/viaf/55258398;Theologia Moralis Sacramentalis: In IV. Partes Divisa Ad Instructionem Ordinandorum & Curandorum Ex Materia De Sacramentis In Genere Et In Specie, I. De Ordine, & Horis Canonicis. II. De Sacerdotio, Sacrificio, & Eucharistia. III. De Poenitentia. IV. De Matrimonio, Item de Peccatis contra Sextum;1700;Salzburg;;Joannis Baptistae Mayr;Latin;;Catholic;Moral Theology;Sacrament;Eucharist;;"Catholic;Moral Theology;Sacrament;Eucharist;";https://books.google.it/books?id=ujdFAAAAcAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false;4. Sacrifice and Eucharist (16th-18th century);;
Stafford, Anthony;1587 - [1645];http://viaf.org/viaf/54497587;"The day of salvation, or, A homily upon the bloody sacrifice of Christ, or his death and passion : written, and intended onely for private meditation of a most noble and vertuous lady, on Good-Friday last, but since thought worthy the publique view
";1635;London;;N. and I. Okes;English;;Sermon;Christ's sacrifice;Anglican;Blood;Christ's Sacrifice;"Sermon;Christ's sacrifice;Anglican;Blood;Christ's Sacrifice";https://www.worldcat.org/title/day-of-salvation-or-a-homily-upon-the-bloody-sacrifice-of-christ-or-his-death-and-passion-written-and-intended-onely-for-private-meditation-of-a-most-noble-and-vertuous-lady-on-good-friday-last-but-since-thought-worthy-the-publique-view/oclc/1069338467?referer=di&ht=edition;4. Sacrifice and Eucharist (16th-18th century);;
"Stewart, William; Béze, Théodore de ";"[1490] - 1545; 1519 - 1605";"?; http://viaf.org/viaf/66463755";Ane breif gathering of the halie signes, sacrifices and sacramentis institutit of God sen the creation of the warlde. And of the trew originall of the sacrifice of the messe. Translatit out of Frenche into Scottis be ane faithful brother.;[1565];Edinburgh;;Robert Lekprevik;Scotish;;French;Controversy;Mass;Calvinist;;"French;Controversy;Mass;Calvinist;";https://www.worldcat.org/title/breif-gathering-of-the-halie-signes-sacrifices-and-sacramentis-institutit-of-god-sen-the-creation-of-the-warlde-and-of-the-trew-originall-of-the-sacrifice-of-the-messe-translatit-out-of-frenche-into-scottis-be-ane-faithful-brother/oclc/61336448?referer=di&ht=edition;4. Sacrifice and Eucharist (16th-18th century);;
Stucki, Johann Wilhelm;1542 - 1607;http://viaf.org/viaf/79252936;Sacrorum, Sacrificiorumq[ue] Gentilium Brevis Et Accurata Descriptio: universae Superstitionis Ethnicae ritus cerimoniasq[ue] complectens: Ad Sacros Et Profanos Scriptores probe intelligendos explicandosq[ue] peraccommodata: Ex Antiquißimis probatißimisq[ue] Auctoribus depromta et nunc primum ...;1598;Zürich;;Johannem Wolphium;Latin;;Reformed;History;Lithurgy/Rites;Ancients;Ethnos;"Reformed;History;Lithurgy/Rites;Ancients;Ethnos";https://www.e-rara.ch/zuz/content/titleinfo/1663576;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Suárez, Francisco;1548 - 1617;http://viaf.org/viaf/39385631;Opera omnia;1891;Paris;;L. Vivès;Latin;;Mess;Saint Thomas;Sacrament;Eucharist;Comments;"Mess;Saint Thomas;Sacrament;Eucharist;Comments";https://books.google.it/books?id=F2YVAAAAQAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false;4. Sacrifice and Eucharist (16th-18th century);;
Suárez, Francisco;1548 - 1617;http://viaf.org/viaf/39385631;Summa commentariorum ac disputationum P. D. Fr. Suarez ...: de sacramentis, indulgentiis, suffragiis, purgatorio, clauibus ecclesiae, sacrificio missae, censuris, ac irregularitate, tum generatim cum speciatim;1627;Lyon;;Iacobi Cardon et Petri Cavellat;Latin;;Catholic;Sacrament;Mess;Jesuit;;"Catholic;Sacrament;Mess;Jesuit;";https://books.google.it/books?id=I99Z62LilukC&printsec=frontcover&redir_esc=y#v=onepage&q&f=false;4. Sacrifice and Eucharist (16th-18th century);;
Taylor, John;1704 - 1766;http://viaf.org/viaf/55291182;The Scripture-doctrine of Antonement Examined: First, in Relation to Jewish Sacrifices: and Then, to the Sacrifice of Our Blessed Lord and Saviour Jesus Christ;1751;London;;J. Waugh;English;;Jewish sacrifice;Sin;Exegesic;punishmentt;;"Jewish sacrifice;Sin;Exegesic;punishmentt;";http://books.google.com/books/download/The_Scripture_doctrine_of_Antonement_Exa.pdf?id=Y9BbAAAAQAAJ&output=pdf&sig=ACfU3U1i11P70fCNxkdWELNfZZVPhFyxaA;1. Sacrifice and Bible (16th-18th century);2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);
Tillotson, John;1630 - 1694;http://viaf.org/viaf/29588767;"A Sermon Preach'd before the Queen At White-Hall; April the 9th, 1693. Concerning the Sacrifice and Satisfaction of Christ";1707;London;;J. Hills;English;;Anglican;Christ's sacrifice;Sermon;English King;;"Anglican;Christ's sacrifice;Sermon;English King;";https://books.google.it/books?id=LwM_AAAAcAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false;4. Sacrifice and Eucharist (16th-18th century);;
Titius, Gerhar Gottlieb;1661 - 1714;http://viaf.org/viaf/10628352;Disputatio Theologica De Papistico Missae Sacrificio : Cum Epimetro Ad Leonem Allatium Graecum / Quam D.O.M.A. Sub Praesidio Gerhardi Titii ... Ad diem Aprilis In Academia Iulia Publice ventilandam proponit Hermannus Nerge Hildesiensis;1657;Helmstadt;;Johann Heitmüller;Latin;Helmestadii, Heitmüllerus,1658;Lutheran;Mess;Controversy;Augsburg Peace;;"Lutheran;Mess;Controversy;Augsburg Peace;";http://diglib.hab.de/drucke/901-1-helmst-dr-2s/start.htm;4. Sacrifice and Eucharist (16th-18th century);;
Tournely, Honoré;1658 - 1729;http://viaf.org/viaf/66569262;Praelectionum theologicarum Honorati Tournely continuatio sive Tractatus de universa theologia morali: Ubi agitur I. De Confirmatione, II. De Eucharistia ut Sacramento necnon de sacrificio Missae;1751;Venice;;Nicolaum Pezzana;Latin;Coloniae Agrippinae, ex Officina Metternichiana, 1754;Catholic;Mess;Sacrament;Moral Theology;;"Catholic;Mess;Sacrament;Moral Theology;";https://books.google.it/books?id=Fy_oS2BihlwC&printsec=frontcover&redir_esc=y#v=onepage&q&f=false;4. Sacrifice and Eucharist (16th-18th century);;
Turretin, Benedict;1588 - 1631;http://viaf.org/viaf/29923018;Theses theologicae de falso missae sacrificio / quas ... sub praesidio ... Benedicti Turrettini ... publice discutiendas proponit Nicolaus Antonii Teroduno-lotharingus;1626;Geneva;;Johannis de la Planche;Latin;;Calvinist;Mess;Sacrament;;;"Calvinist;Mess;Sacrament;;";https://www.e-rara.ch/gep_r/content/titleinfo/15573244;4. Sacrifice and Eucharist (16th-18th century);;
Valencia, Gregorius;[1549] - 1603;http://viaf.org/viaf/79014517;Apologia de S. missae sacrificio adversus cavillationes Jacobi Herbrandi contra tractatum de eodem argumento superiori anno Ingolstadii editum;1581;Ingolstadt;;Sartorius;Latin;;Catholic;Mess;Herbrand;;;"Catholic;Mess;Herbrand;;";https://books.google.it/books?id=NWlMAAAAcAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false;4. Sacrifice and Eucharist (16th-18th century);;
