AUTHOR;DATES / CENTURY;VIAF;TITLE;SHORT TITLE;YEAR;PLACE;EDITOR;PUBLISHER / DEALER;LANGUAGE;KEY WORD 1; KEY WORDS 2;KEY WORDS 3;KEY WORDS 4;KEY WORDS 5;LINKS
Parsons, Robert;1546 - 1610;http://viaf.org/viaf/76338717/#Parsons,_Robert,_1546-1610.;An epistle of the persecution of Catholickes in Englande Translated ovvt of frenche into Englishe and conferred vvithe the Latyne copie. by G.T. To whiche there is added an epistle by the translator to the right honorable lordes of her maiesties preeuie councell towchynge the same matter.;An epistle of the persecution of Catholickes in Englande ... ;1582;Douai;;n. p. ;English ;England ;Jesuits (S. J.);Elizabethan Martyrs;Catholicism;;https://quod.lib.umich.edu/e/eebo/A68555.0001.001?view=toc
Prynne, William;1600 - 1669;http://viaf.org/viaf/2540641/#Prynne,_William,_1600-1669;Canterburies doome, or, The first part of a compleat history of the commitment, charge, tryall, condemnation, execution of William Laud, late Arch-bishop of Canterbury containing the severall orders, articles, proceedings in Parliament against him, from his first accusation therein, till his tryall: together with the various evidences and proofs produced against him at the Lords Bar: wherein this Arch-prelates manifold trayterous artifices to usher in popery by degrees, are cleerly detected, and the ecclesiasticall history of our church-affaires, during his pontificall domination, faithfully presented to the publike view of the world by William Prynne, of Lincolns Inne, Esquire;Canterburies doome ...;1646;London;;John Macock;English;England;English Civil War;;;;https://quod.lib.umich.edu/e/eebo/A56144.0001.001?view=toc
Worthington, Thomas;1549 - 1627;http://viaf.org/viaf/49243763/#Worthington,_Thomas,_1549-1627;Relation of sixtene martyrs glorified in England in twelve moneths with a declaration, that English catholiques suffer for the catholique religion, and that the seminarie priests agree with the Jesuites;Relation of sixtene martyrs ...;1601;Douai;;The Widow of James Boscard;English;England;Catholic Exiles;Catholicism;;;"https://quod.lib.umich.edu/cgi/t/text/text-idx?c=eebo2;idno=A73454.0001.001"
Challoner, Richard;1691 - 1781;http://viaf.org/viaf/54166109/#Challoner,_Richard,_1691-1781.;Memoirs of Missionary Priests and Other Catholics of Both Sexes, that Have Suffered Death in England on Religious Accounts from the Year 1577 to 1684. Taghered, Partly from the Printed Accounts of Their Lives and Sufferings, Published by Cotemporary Authors, in Divers Languages. and Partly from Manuscript Relations, Kept in the Archives and Records of the English Colleges and Convents Abroad, and Oftentimes Penned by Eye-Witnesses of Their Death. Divided Into Two Parts. Containing an Account of those that Suffered from the Year 1577, till the End of the Reign of Queen Elizabeth, who died in 1603, Part 1;Memoirs of Missionary Priests and Other Catholics of Both Sexes ...;1741;n. p.;;F. Needham;English ;England;Elizabethan Martyrs;Catholicism;Propaganda;;https://books.google.com/books?id=1y5oAAAAcAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Challoner, Richard;1691 - 1781;https://viaf.org/viaf/45729182/;Memoirs of Missionary Priests, as Well Secular as Regular, and of Other Catholics, of Both Sexes, that Have Suffered Death in England, on Religious Accounts, from the Year of Our Lord 1577, to 1684, Volume 2;Memoirs of Missionary Priests ...;1742;n. p.;;[F. Needham];English;England ;Elizabethan Martyrs;Catholicism;Propaganda;;https://books.google.com/books?id=-349AQAAMAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Baronio, Cesare;1538 - 1607;https://viaf.org/viaf/17326794/#Baronio,_Cesare,_1538-1607;Martyrologium Romanum ad novam kalendarii rationem, et ecclesiasticae historiae veritatem restitutum. Gregorii XIII. Accesserunt notationes Atque Tractatio de Martyrologio Romano.   ;Martyrologium Romanum ...;1586;Rome;;Dominici Basae;Latin;Catholicism ;Martyrology;;;;https://www.google.com/books/edition/Martyrologium_Romanum/44NIAAAAcAAJ?hl=en&gbpv=1&dq=martyrologium+romanum+1586&printsec=frontcover
Allen, William;1532 - 1594;https://viaf.org/viaf/9856234/#Allen,_William,_1532-1594;"Historia del glorioso martirio di sedici sacerdoti martirizzati in Inghilterra per la confessione, & difesa della fede catolica, l'anno 1581.1582. & 1583. Con vna prefatione, che dichiara la loro innocenza; composta da quelli, che con essi praticauano mentre erano viui, & si trouorno presenti al lor giuditio, & morte. Tradotta di lingua inglese in italiana da vno del Collegio Inglese di Roma. S'è aggiunto il martirio di due altri sacerdoti, & vno secolare inglesi, martirizati l'anno 1577.& 1578";Historia del glorioso martirio di sedici sacerdoti martirizzati in Inghilterra ...;1583;Macerata;;Sebastiano Martellini ;Italian;Catholicism ;England;Elizabethan Martyrs;;;https://books.google.com/books?id=6sauK1q1gscC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Cavalieri, Giovanni Battista;[1525] - 1601;https://viaf.org/viaf/66739143/#Cavalieri,_Giovanni-Battista_1525?-1601;Descriptiones quaedam illius inhumanae et multiplicis persecutionis, quam in Anglia propter fidem sustinent catholice christiani;Descriptiones quaedam illius inhumanae et multiplicis persecutionis ...;1584;Rome;;Franciscus Zannettus;Latin;Catholicism ;England;Elizabethan Martyrs;;;https://books.google.com/books?id=MpcXWKro3r0C&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Cavalieri, Giovanni Battista;[1525] - 1601;https://viaf.org/viaf/66739143/#Cavalieri,_Giovanni-Battista_1525?-1601;Ecclesiae Anglicanae Trophaea siue Sanctorum Martyrum ... passiones Romae in collegio Anglico per Nicolaum Circinianum depictae: nuper autem per Io. Bap. de Cauallerijs aeneis typis repraesentatae;Ecclesiae Anglicanae Trophaea ...;1584;Rome;;Bartholomaei Grassi ;Latin;Catholicism;England;Martyrology;Propaganda;Elizabethan Martyrs;https://books.google.com/books?id=xTrg-oBDV6UC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
"Nowell, Alexander; Field, John";"[1507] - 1602; 1545 - 1588 ";"https://viaf.org/viaf/232099463/#Nowell,_Alexander,_1507?-1602; 
https://viaf.org/viaf/51498165/#Field,_John,_1545-1588";A true report of the disputation or rather priuate conference had in the Tower of London, with Ed. Campion Iesuite, the last of August. 1581. Set downe by the reuerend learned men them selues that dealt therein. VVhereunto is ioyned also a true report of the other three dayes conferences had there with the same Iesuite. Which nowe are thought meete to be published in print by authoritie.;A true report of the disputation [...] with Ed. Campion Iesuite ...;1583;London ;;Christopher Barker;English ;Catholicism;Jesuits (S. J.);Martyrology;Elizabethan Martyrs;;https://quod.lib.umich.edu/e/eebo/A08426.0001.001?view=toc
Anonymous / Unknown;;;A Particular Declaration or Testimony of the Undutifull and Traiterous Affection Borne Against her Maiestie by Edmond Campion Jesuite, and Other Condemned Priestes, Witnessed by Their Owne Confessions: in Reproofe of those Slaunderous Bookes & Libels Delivered Out to the Contrary by Such as are Malitiously Affected Towards her Maiestie and the State;A Particular Declaration or Testimony of the [...] Affection Borne Against her Maiestie by Edmond Campion Jesuite ...;1582;London;;Christopher Barker;English ;Catholicism ;Jesuits (S. J.);Martyrology;Elizabethan Martyrs;;https://books.google.com/books?id=_yhRnoe8HpIC&pg=PP1&source=gbs_selected_pages&cad=2#v=onepage&q&f=false
Hall, Richard;[1537] - 1604 ;https://viaf.org/viaf/27407041/#Hall,_Richard,_1537-1604;The life & death of that renowned John Fisher, Bishop of Rochester comprising the highest and hidden transactions of church and state, in the reign of King Henry the 8th, with divers morall, historicall and political animadversions upon Cardinall Wolsey, Sir Thomas Moor, Martin Luther : with a full relation of Qu. Katharines divorce / carefully selected from severall ancient records by Tho. Baily;The life & death of that renowned John Fisher ...;1655;London;;n. p. ;English ;Catholicism;Martyrology;England;;;"https://quod.lib.umich.edu/e/eebo/A45326.0001.001?view=toc;

https://books.google.com/books?id=B1s9AAAAYAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false"
Dodd, Charles ;1672 - 1743 ;https://viaf.org/viaf/39400690/#Dodd,_Charles,_1672-1743;"The Church History of England, from the Year 1500, to the Year 1688, Chiefly with Regards to Catholicks: Being a Complete Account of the Divorce, Supremacy, Dissolution of Monasteries, and First Attempts for a Reformation Under Eduard VI. The Interruption it Met Under Queen Mary I; With the Last Hand put to it by Queen Elizabeth I: Together with the Various Fortunes of the Catholick Cause Under the Reigns of King James I, King Charles I, King Charles II, and King James II. Particularly, the Lives of the Most Eminent Catholicks, Cardinals, Bishops, Inferior Clergy, Regulars, and Laymen, who Have Distinguished Themselves by the Piety, Learning, or Military Abilities: Also, a Distinct and Critical Account of the Works of the Learned: the TRials of Those That Suffered Either on the Score of Religion, or for Real or Fictitious Plots Against the Government: With the Foundation of the English Colleges and Monasteries Abroad. The Whole Supported by Original Papers and Letters; Many Whereof Were Never Before Made Publick.       ";The Church History of England ...;1737;Brussles;;n. p. ;English;Catholicism ;England;English Reformation ;English Civil War;Church History;https://www.google.com/books/edition/The_Church_History_of_England/-SSfdULNpLkC?hl=en&gbpv=1
Dodd, Charles ;1672 - 1743;https://viaf.org/viaf/39400690/#Dodd,_Charles,_1672-1743;The History of the English College at Doway, etc. From its First Foundation in 1568, to the Present Time.;The History of the English College at Doway ...;1713;London;;Bernard Lintott;English;Catholicism;England ;Catholic Exiles;;;https://www.google.com/books/edition/The_History_of_the_English_College_at_Do/JVsUAAAAQAAJ?hl=en&gbpv=1
"Pasrons, Robert; Morelli, Francesco Giuseppe";"1546 - 1610; 18";"https://viaf.org/viaf/76338717/#Parsons,_Robert,_1546-1610.;
https://viaf.org/viaf/202860120/#Morelli,_Francesco_Giuseppe,_sac.";Esame del calendario protestante detto foxiano, cioè, volpiano in cui si contengono i Santi Martiri e Confessori Protestanit: formato e posto dal Predicante Gio: Volpe nel principio della sua Istoria della Chiesa Protestante Anglicana, intitolata: Atti e Ricordi: venendo lo stesso paragonato col Calendario Cattolico Romano e coi santi ivi contenuti. ;Esame del calendario protestante detto foxiano ...;1753;Rome;;Antonio de' Rossi ;Italian;Catholicism;England;Martyrology;Anti-Protestant Controversy ;;https://www.google.com/books/edition/Le_tre_conversioni_dell_Inghilterra_dal/eJFRAAAAYAAJ?hl=en&gbpv=1
Lockman, John;1698 - 1771;https://viaf.org/viaf/46934917/#Lockman,_John,_1698-1771;A History of the Cruel Sufferings of the Protestants and Others, by Popish Persecutions, in Various Countries: Together with a View of the Reformations from the Church of Rome: Interspersed with Barbarities of the Inquisition: by Question and Answer: Faithfully Compiled from a Great Number of Authors, in Different Languages;A History of the Cruel Sufferings of the Protestants ...;1760;London;;J. Clarke;English;Protestantism;Martyrology;Anti-Catholic Controversy;;;https://books.google.com/books?id=qGFeAAAAcAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Fourdrinier, Pierre;? - 1758;https://viaf.org/viaf/95741922/#Fourdrinier,_Pierre_(French_printmaker,_died_1758,_active_in_Great_Britain);"A Faithful and exact narative of the horrid tragedy; lately acted at Thorn, in Polish Prussia, by the contrivances and instigation of the Jesuits : With an account of the generous, just and seasonable interposition of their Britannick and Prussian Majesties, and other Protestant powers, in that affair. And a serious exhortation to protestants of all denominations to unite and exert themselves against their common enemy. As also, a prospect of the said horrid tragedy, on a large copper-plate. The second edition, to which is added; the pleading and demands of the Reverend Father advocate of the Jesuits of Thron, in French and English ";"A Faithful and exact narative of the horrid tragedy; lately acted at Thorn ....";[1725];London;;J. Roberts;English;Protestantism;Lutheranism;Jesuits;Poland;;No Link found
Crouch, Nathaniel;[1632] - [1725];https://viaf.org/viaf/52619992/#Crouch,_Nathaniel,_1632?-1725?;Martyrs in flames, or, Popery (in its true colours) displayed. Being a brief relation of the horrid cruelties and persecutions of the Pope and Church of rome for many hundred years past, to this present age, inflicted upon Protestants in Piedmont ...: With an abstract of the cruel persecution lately exercised upon the Protestants in France and Savoy, in the year 1686 and 1687..: Together with a short account of Gods judgment upon popish persecutors. Published for a warning to all Protestants, what they must expect from that bloody generation of Antichristians. By R.B.;Martyrs in flames ...;1693;London;;Nath. Crouch;English;Protestantism;Anti-Catholic Controversy;;;;"https://quod.lib.umich.edu/cgi/t/text/text-idx?c=eebo2;idno=B02519.0001.001"
Ridley, Nicholas;[1500] - 1555;https://viaf.org/viaf/54496652/#Hooper,_John,_1500?-1555;A pituous lamentation of the miserable estate of the churche of Christ in Englande in the time of the late reuolt from the gospel, wherin is conteyned a learned comparison betwene the comfortable doctrine of the gospell, [and] the traditions of the popish religion: with an instruction how the true Christian ought to behaue himself in the tyme of tryall. Wrytten by that worthy martyr of god Nicolas Rydley, late Bysshoppe of London. Neuer before this tyme imprynted. Wherevnto are also annexed certayne letters of Iohn Careles, written in the tyme of his imprisonment. Perused and allowed according to the Quenes Maiesties iniunctions.;A pituous lamentation of the miserable estate of the churche [...];1566;London;;William Powell;English;England;English Reformation ;Marian Martyrs;;;https://quod.lib.umich.edu/e/eebo/A10781.0001.001?view=toc
Burrough, Edward;1634 - 1662;https://viaf.org/viaf/27405203/#Burrough,_Edward,_1634-1662;"A declaration of the sad and great persecution and martyrdom of the people of God, called Quakers, in New--England for the worshipping of God. Wherof 22 have been banished upon pain of death. 03 have been martyred. 03 have had their right-ears cut. 01 hath been burned in the hand with the letter H. 31 persons have received 650 stripes. 01 was beat while his body was like a jelly. Several were beat with pitched ropes. Five appeals made by them to England, were denied by the rulers of Boston. One thousand forty four pounds worth of goods hath been taken from them (being poor men) for meeting together in the fear of the Lord, and for keeping the commands of Christ. One now lyeth in iron-fetters, condemned to dye. Also, some considerations, presented to the King, which is in answer to a petition and address, which was presented unto him by the general court at Boston : subscribed by J. Endicot, the chief persecutor there; thinking thereby to cover themselves from the blood of the innocent.";A declaration of the sad and great persecution and martyrdom ...;1660;London;;Robert Wilson;English;England;Quakers;;;;https://quod.lib.umich.edu/e/eebo2/A77941.0001.001?view=toc
Scotanus, Christianus;1603 - 1671;https://viaf.org/viaf/23245141/#Schotanus,_Christianus,_1603-1671;Van de Gronden der Mennistery, Oft Waerschouwinge Over 't Bloedtooneel der Doopsgesinde van Thieleman van Bracht ;Van de Gronden der Mennistery ...;1671;Leeuwarden;;Pieter Allerts;Dutch ;Netherlands;Anabaptism;Martyrology;;;https://books.google.com/books?id=qs1kAAAAcAAJ&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Jans, Anneken;1510 - 1539;https://viaf.org/viaf/283884328/#Anna_Jansz_radikale_Täuferin;Hier begint dat Testament dat Anneken zeliger gedachtenisse, Esaias haren Sone bestelt heeft ;Hier begint dat Testament dat Anneken ...;1540;n. p. ;;n. p.;Dutch ;Netherlands;Anabaptism;Women Martyrs;;;No Link Found
Bout, Joost;17 - 18 ;https://viaf.org/viaf/283299724/#Bout,_Joost;t merg van de historien de martelaren, in't kort by een getrokken, uyt de groote Martelaars spiegel der Doopgezinden van T.J. van Bragt;t merg van de historien de martelaren ...;1736;Amsterdam;;Isaak Tirion;Dutch ;Netherlands;Anabaptism;Martyrology;;;https://books.google.com/books?id=qu4CAAAAQAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Besse, Joseph;[1683] - 1757;https://viaf.org/viaf/66456434/#Besse,_Joseph,_1683?-1757; A Collection of the Sufferings of the People Called Quakers: For the Testimony of a Good Conscience from the Time of Their Being First Distinguished by that Name in the Year 1650 to the Time of the Act Commonly Called the Act of Toleration Granted to Protestant Dissenters in the First Year of the Reign of King William the Third and Queen Mary in the Year 1689;A Collection of the Sufferings of the [...] Quakers ...;1753;London;;Luke Hinde;English;Quakers;England;Persecutions;;;https://books.google.com/books?id=RaNAAQAAMAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Besse, Joseph;[1683] - 1757;https://viaf.org/viaf/66456434/#Besse,_Joseph,_1683?-1757;A Brief Account of Many of the Prosecutions of the People Call'd Quakers: In the Exchequer, Ecclesiastical, and Other Courts, for Demands Recoverable by the Acts Made in the 7th and 8th Years of the Reign of King William the Third, for the More Easie Recovery of Tithes, Church-rates, &c;A Brief Account of Many of the Prosecutions of the [...] Quakers:;1736;London;;J. Sowle;English;Quakers;England;Persecutions;;;https://books.google.com/books?id=HIoAAAAAMAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Anonymous / Unknown;;;An Abstract of the Sufferings of the People Call'd Quakers: For the Testimony of a Good Conscience, from the Time of Their Being First Distinguished by that Name, Taken from Original Records, and Other Authentick Accounts;An Abstract of the Sufferings of the [...] Quakers;1733;London;;J. Sowle;English;Quakers;England;Persecutions;;;https://books.google.com/books?id=MqcWAAAAQAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Whiting, John;1656 - 1722;https://viaf.org/viaf/77520308/#Whiting,_John,_1656-1722;Persecution Expos'd: In Some Memoirs Relating to the Sufferings of John Whiting, and Many Others of the People Called Quakers for Conscience Sake, in the West of England &c;Persecution Expos'd ...;1715;London;;J. Sowle;English;Quakers;England;Persecutions;;;https://books.google.com/books?id=srdLAQAAMAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Blaugdone, Barbara;1609 - 1704;https://viaf.org/viaf/14669001/#Blaugdone,_Barbara_1609-1704;An Account of the Travels, Sufferings and Persecutions of Barbara Blaugdone Given forth as a Testimony to the Lord's Power, and for the Encouragement of Friends;An Account of the [...] Persecutions of Barbara Blaugdone ...;1691;London;;T. S. ;English;Quakers;England;Persecutions;;;https://quod.lib.umich.edu/e/eebo/A26118.0001.001?view=toc
Stephenson, Marmaduke;? - 1659;https://viaf.org/viaf/7734686/#Stephenson,_Marmaduke,_-1659;"A Call from Death to Life and out of the dark wayes and worships of the world where the seed is held in bondage under the merchants of Babylon / written by Marmaduke Stephenson, who (together with ... William Robinson) hath (since the writing hereof) suffered death, for bearing witnesse to the same truth amongst the professors of Bostons jurisdiction in New England; with a true copy of two letters, which they writ to the Lords people a little before their death; and also the true copy of a letter ... from a friend in New England, which gives a brief relation of the manner of their martyrdom, with some of the words which they exprest at the time of their suffering.";A Call from Death to Life ...;1660;London;;Thomas Simmons;English;Quakers;New England;Martyrology;;;https://books.google.com/books?id=E1hpAAAAcAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Howgill, Francis;1618 - 1669;https://viaf.org/viaf/61894768/#Howgill,_Francis,_1618-1669;The Popish Inquisition Newly Erected in New-England, Whereby Their Church is Manifested to be a Daughter of Mysterie Babylon, Etc;The Popish Inquisition Newly Erected in New-England ...;1659;London;;Thomas Simmons;English;Quakers;New England;Martyrology;Anti-Protestant Controversy;;https://books.google.com/books?id=bSzzhHJ__s4C&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Fox, George;1624 - 1691 ;https://viaf.org/viaf/106965214/#Fox,_George,_1624-1691;The secret works of a cruel people made manifest whose little finger is become heavier than their persecutors the bishops loyns who have set up an image amongst them in New-England ... which may be seen in this short relation of their cruelty, which was presented to the Parliament ... whereunto is annexed a copy of a letter which came from one who hath been a magistrate among them;The secret works of a cruel people made manifest ... ;1659;London;;n. p.;English;Quakers;New England;Persecutions;;;"https://quod.lib.umich.edu/cgi/t/text/text-idx?c=eebo2;idno=A40246.0001.001"
Penington, Isaac;1616 - 1679 ;https://viaf.org/viaf/24947244/#Penington,_Isaac,_1616-1679;"An examination of the grounds or causes, which are said to induce the court of Boston in New-England to make that order or law of banishment upon pain of death against the Quakers; as also of the grounds and considerations by them produced to manifest the warrantableness and justness both of their making and executing the same, which they now stand deeply engaged to defend, having already thereupon put two of them to death. As also of some further grounds for justifying of the same, in an appendix to John Norton's book ... whereto he is said to be appointed by the General Court. And likewise of the arguments briefly hinted in that which is called, A true relation of the proceedings against the Quakers, &c. Whereunto somewhat is added about the authority and government which Christ excluded out of his Church";An examination of the grounds or causes [...] of banishment upon pain of death against the Quakers ...;1660;London;;L. Lloyd;English;Quakers;New England;Persecutions;;;"https://quod.lib.umich.edu/e/eebo2/A90391.0001.001/1:3?rgn=div1;view=toc"
Holder, Christopher ;? - 1688;https://viaf.org/viaf/76666786/#Holder,_Christopher,_-1688;The faith and testimony of the martyrs and suffering servants of Jesus Christ persecuted in New England vindicated against the lyes and slanders cast on them by Nathaniel Morton in his book intituled New England memorial;The faith and testimony of the martyrs ...;1670;London;;n. p.;English ;Quakers;New England;Martyrology;Persecutions;;https://quod.lib.umich.edu/e/eebo2/A44127.0001.001?view=toc
Howgill, Francis;1618 - 1669;https://viaf.org/viaf/61894768/#Howgill,_Francis,_1618-1669;The Heart of New-England Hardened Through Wickedness;The Heart of New-England Hardened ...;1659;London;;Thomas Simmons;English;Quakers;New England;Persecutions;Martyrology;;No link Found
Fox, George;1624 - 1691;https://viaf.org/viaf/106965214/#Fox,_George,_1624-1691;A Journal Or Historical Account of the Life, Travels, Sufferings, Christian Experiences, and Labour of Love in the Work of the Ministry, of that Ancient, Eminent and Faithful Servant of Jesus Christ;A Journal Or Historical Account  ...;1709;London;;J. Sowle;English;Quakers;Persecutions;Martyrology;;;https://books.google.li/books?id=LCEJAAAAQAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Gould, Daniel;[1625] - 1716;https://viaf.org/viaf/34885969/#Gould,_Daniel,_approximately_1625-1716;"A brief narration of the sufferings of the people called Quakers; who were put to death at Boston in New-England. Also an account from their own hands, of their coming to Boston, and of their staying in their jurisdiction after banishment: With a precious epistle of William Robinson, to us his fellow prisoners, and other epistles hereunto annexed.";A brief narration of the sufferings of the [...] Quakers ...;1700;New York;;William Bradford;English;Quakers;Persecutions;New England;;;"https://quod.lib.umich.edu/cgi/t/text/text-idx?c=evans;idno=N00757.0001.001"
Williams, Roger;[1604] - 1683;https://viaf.org/viaf/41882851/#Williams,_Roger,_1604?-1683;The Bloudy Tenent, of Persecution for Caus of Conscience Discussed, in a Conference Between Truth and Peace. Who, in All Tender Affection, Present to the High Court of Parliament, (as the Resoult of thier Discourse) these, (Amongst Other Passages) of Highest Consideration.    ;The Bloudy Tenent, of Persecution ...;1644;n. p. ;;n. p. ;English ;Quakers;Persecutions;New England;;;https://books.google.com/books?id=Avw1AQAAMAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Cotton, John;1584 - 1652;https://viaf.org/viaf/100280521/#Cotton,_John,_1584-1652.;The Bloudy Tenent, Washed, and Made White in the Bloude of the Lambe: Being Disucssed and Discharged of Bloud-Guiltinesse by Just Defence. Wherein the Great Questions of this Present Time are Handled, viz. How Farre Liberty of Conscience ... to be Given to those, that Truly Feare God? And how Farre ... to Turbulent and Pestilent Persons, that ... Disturb the Civil Peace Where they Live? Also how Farre the Magistrate May Proceed in the Duties of the First Table? And that all Magistrates Ought to Study the Word and Will of God, that they May Frame their Government According to it. Discussed as they are Alleged in Divers Scriptures, out of the Old and New Testament. Wherein also the Practice of Princes in Debated, Together with the Judgement of Ancient and Late Writers of Most Precious Esteeme. Whereunto is Added a Reply to Mr. Williams Answer, to Mr. Cottons Letter.  ;The Bloudy Tenent, Washed, and Made White in the Bloude of the Lambe ...;1647;London;;Mathew Symmons;English ;Quakers;Presecution ;New England;;;https://www.google.com/books/edition/The_Bloudy_Tenent_Washed_and_Made_White/KylOAQAAMAAJ?hl=en&gbpv=1
Williams, Roger;[1604] - 1683;https://viaf.org/viaf/41882851/#Williams,_Roger,_1604?-1683;"The bloody tenent yet more bloody: by Mr Cottons endevour to wash it white in the blood of the lambe; of whose precious blood, spilt in the blood of his servants; and of the blood of millions spilt in fromer and later wars for conscience sake, that most bloody tenent of presecution for cause of conscience, upon a second tryal, is found now more apparently and more notoriously guilty. In this rejoynder to Mr Cotton, are principally I. The nature of persecution, II. The power of the civill sword in spirituals examined; III. The Parliaments permission of dissenting consciences justified. Also (as a testimony to Mr Clarks narrative) is added a letter to Mr Endicot governor of the Massachusets in N.E. By R. Williams of Providence in New-England.";The bloody tenent yet more bloody ...;1652;London;;Giles Calvert;English ;Quakers;Persecutions;New England;;;https://quod.lib.umich.edu/e/eebo/A96610.0001.001?view=toc
Mather, Cotton;1663 - 1728;https://viaf.org/viaf/17264481/#Mather,_Cotton,_1663-1728;"Little flocks guarded against grievous wolves. An address unto those parts of New-England which are most exposed unto assaults, from the modern teachers of the misled Quakers: In a letter, which impartially discovers the manifold haeresies and blasphemies, and the strong delusions of even the most refined Quakerism; and thereupon demonstrates the truth of those principles and assertions, which are most opposite thereunto. : With just reflections upon the extream ignorance and wickedness, of George Keith, who is the seducer that now most ravines upon the churches in this wilderness. / Written by Cotton Mather. ; A character of the ring-leaders among the Quakers.";Little flocks guarded against grievous wolves. ...;1691;Boston;;Benjamin Harris and John Allen;English;Quakers;Persecutions;New England;;;https://quod.lib.umich.edu/e/evans/N00442.0001.001?view=toc
Bunyan, John;1628 - 1688; http://viaf.org/viaf/71388170;The acceptable sacrifice, or, The excellency of a broken heart shewing the nature, signs and proper effects of a contrite spirit;The acceptable sacrifice, or, The excellency of a broken heart shewing the nature, signs and proper effects of a contrite spirit;1689;London;;George Larkin;English;Mysticism;Puritanism;Baptism;Individual Sacrifice;;https://www.worldcat.org/title/acceptable-sacrifice-or-the-excellency-of-a-broken-heart-shewing-the-nature-signs-and-proper-effects-of-a-contrite-spirit/oclc/12085612&referer=brief_results
Caron, Claude;? - 1609;http://viaf.org/viaf/213069454;Response aux blasphèmes d'un ministre de Calvin sacramentaire semez dans ses escris contre le S. Sacrifice de l'autel;Response aux blasphèmes d'un ministre de Calvin sacramentaire semez dans ses escris contre le S. Sacrifice de l'autel;1590;Tournon;;n. p.;French;Calvinism;Controversy;Sacraments;Catholicism;;"https://books.google.it/books?id=9gs8AAAAcAAJ&pg=PA3&lpg=PA3&dq=R%C3%A9ponse+aux+blasph%C3%A8mes+d%27un+ministre+de+Calvin+sacramentaire+semez+dans+ses+escris+contre+le+S.+Sacrifice+de+l%27autel&source=bl&ots=i-CVh1W8td&sig=ACfU3U3BtQzzSxjqz1RFQTcoq1ZNm6E9Qg&hl=it&sa=X&ved=2ahUKEwi29ezw_qzwAhWLKewKHaVgCKwQ6AEwA3oECAEQAw#v=onepage&q=R%C3%A9ponse%20aux%20blasph%C3%A8mes%20d'un%20ministre%20de%20Calvin%20sacramentaire%20semez%20dans%20ses%20escris%20contre%20le%20S.%20Sacrifice%20de%20l'autel&f=false
"
Challoner, Richard;1691 - 1781;http://viaf.org/viaf/54166109;The Catholic Christian instructed in the sacraments, sacrifice, ceremonies, and observances of the church: By way of question and answer;The Catholic Christian instructed in the sacraments, sacrifice, ceremonies, and observances of the church: By way of question and answer;1786;Philadelphia;;C. Talbot;English;Pedagogy;Catholicism;;;;https://books.googleusercontent.com/books/content?req=AKW5Qacuj-Ti9IQ6EVS3pvViUTaqhzIgC1XQ15E3liFm6wid8USLLNRt7eerGgHx1a1WhmdhphJjQqZPhdf6EMKHM_rHIyeJWnwr7xWfJc22QHP8x-v8essKz9QU6ZtxRbY6vBszRaNP_bGTPczPpYtXUQwo19rwdpWPywVXX3qU5DwJtwZWT1IMU1lsK23fQF4f6pHDkxjqJ3T77Bzv7Z9RmRVTo5c7CwdzWmRn50zA7sCRimI9Sva0A4mrwCAKHFVOHUGCWaVbk_-gKw9QdyvkcfOVyiEQxLMif_N4HUIY76PnpJgg0RI
