AUTHOR;DATES / CENTURY;VIAF;TITLE;SHORT TITLE;YEAR;PLACE;PUBLISHER / DEALER;LANGUAGE;KEY WORD 1; KEY WORDS 2;KEY WORDS 3;KEY WORDS 4;KEY WORDS 5;LINKS
Hardy, Samuel;[1619] - 1693; http://viaf.org/viaf/36778067;The indispensible necessity of constantly celebrating the Christian sacrifice, plainly proved from Scripture and antiquity. By Samuel Hardy, A. B. Curate of Layham;The indispensible necessity of constantly celebrating the Christian sacrifice, plainly proved from Scripture and antiquity. By Samuel Hardy, A. B. Curate of Layham;[1746];London;printed for the author;English;Celebration;Liturgy;Eucharist;;;https://www.worldcat.org/title/indispensible-necessity-of-constantly-celebrating-the-christian-sacrifice-plainly-proved-from-scripture-and-antiquity-by-samuel-hardy-a-b-curate-of-layham/oclc/837917831?referer=di&ht=edition
[Lady] Herbert, Lucy ;1669 - 1744;http://viaf.org/viaf/282931845;Several excellent methods of hearing mass : with fruit & benefit according to the institution of that divine sacrifice and the intention of our Holy Mother the Church with motives To induce all good Christians, particularly Religious Persons to make use of the same: AS Also Several other practises of Devotion appertaining to A Religious life collected together by the Right Honourable Lady Lucy Herbert of Powis Superiour of the English Augustin-Nuns;Several excellent methods of hearing mass : with fruit & benefit according to the institution of that divine sacrifice and the intention of our Holy Mother the Church with motives To induce all good Christians, particularly Religious Persons to make use of the same: AS Also Several other practises of Devotion appertaining to A Religious life collected together by the Right Honourable Lady Lucy Herbert of Powis Superiour of the English Augustin-Nuns;1722;Bruges;John de Cock;English;"
Mass";Women;Eucharist;;;https://books.google.it/books?id=RgMvlQEACAAJ&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Hurst, Henry;1629 - 1690;http://viaf.org/viaf/255309572;The revival of grace in the vigour and fragrancy of it by a due application of the blood of Christ to the root thereof, or, Sacramental reflections on the death of Christ a sacrifice, a testator, and bearing a curse for us : particularly applying each for the exciting and increasing the graces of the believing communicant;The revival of grace in the vigour and fragrancy of it by a due application of the blood of Christ to the root thereof, or, Sacramental reflections on the death of Christ a sacrifice, a testator, and bearing a curse for us : particularly applying each for the exciting and increasing the graces of the believing communicant;1678;London;Tho. Parkhurst;English;theology;Non-conformism;Christ's Sacrifice;Blood;Grace;https://www.worldcat.org/title/revival-of-grace-in-the-vigour-and-fragrancy-of-it-by-a-due-application-of-the-blood-of-christ-to-the-root-thereof-or-sacramental-reflections-on-the-death-of-christ-a-sacrifice-a-testator-and-bearing-a-curse-for-us/oclc/216971702
Jacombe, Thomas;1622 - 1687;http://viaf.org/viaf/42187340;Several sermons preach'd on the whole eighth chapter of the Epistle to the Romans : eighteen of which preach'd on the first, second, third, fourth verses are here published : wherein the saints exemption from condemnation, the mystical union, the spiritual life, the dominion of sin and the spirits agency in freeing from it, the law's inability to justifie and save, Christ's mission, eternal sonship, incarnation, his being an expiatory sacrifice, fulfilling the laws righteousness (which is imputed to believers) are opened, confirmed, vindicated, and applied;Several sermons preach'd on the whole eighth chapter of the Epistle to the Romans : eighteen of which preach'd on the first, second, third, fourth verses are here published : wherein the saints exemption from condemnation, the mystical union, the spiritual life, the dominion of sin and the spirits agency in freeing from it, the law's inability to justifie and save, Christ's mission, eternal sonship, incarnation, his being an expiatory sacrifice, fulfilling the laws righteousness (which is imputed to believers) are opened, confirmed, vindicated, and applied;1672;London;W. Godbid;English;Anglicanism;Sermons;Bible, Romans;Christ's Sacrifice;;https://www.worldcat.org/title/several-sermons-preachd-on-the-whole-eighth-chapter-of-the-epistle-to-the-romans-eighteen-of-which-preachd-on-the-first-second-third-fourth-verses-are-here-published-wherein-the-saints-exemption-from-condemnation-the-mystical-union-the-spiritual-life-the-dominion-of-sin-and-the-spirits-agency-in-freeing-from-it-the-laws-inability-to-justifie-and-save-christs-mission-eternal-sonship-incarnation-his-being-an-expiatory-sacrifice-fulfilling-the-laws-righteousness-which-is-imputed-to-believers-are-opened-confirmed-vindicated-and-applied/oclc/1066823990&referer=brief_results
Johnson, John;1662-1725;;"The unbloody sacrifice, and altar, unvail'd and supported. : In which the nature of the eucharist is explain'd according to the Sentiments of the Christian Church in the Four First Centuries. Part the second. Shewing, The Agreement and Disagreement of the Eucharist with the Sacrifices of the Antients, and the Excellency of the former. The great Moment of the Eucharist both as a Feast, and Sacrifice. The Necessity of frequent Communion. The Unity of the Eucharist. The Nature of Excommunication. And the Primitive Method of Preparation. With Devotions for the Altar. I deny not, but that the Fathers do, and that with great reason, very much magnity the wonderful Mystery, and Efficacy of this Sacrament, and frequently speak of a great Supernatural Change made by the Divine Benediction ; which we also readily acknowledge. Archbishop Tillotson, in his Discourse of Transubstantiation, Pag. 291. of his Works in Folio, publish'd in his Life-Time. By John Johnson, A.M.";"The unbloody sacrifice, and altar, unvail'd and supported. : In which the nature of the eucharist is explain'd according to the Sentiments of the Christian Church in the Four First Centuries. Part the second. Shewing, The Agreement and Disagreement of the Eucharist with the Sacrifices of the Antients, and the Excellency of the former. The great Moment of the Eucharist both as a Feast, and Sacrifice. The Necessity of frequent Communion. The Unity of the Eucharist. The Nature of Excommunication. And the Primitive Method of Preparation. With Devotions for the Altar. I deny not, but that the Fathers do, and that with great reason, very much magnity the wonderful Mystery, and Efficacy of this Sacrament, and frequently speak of a great Supernatural Change made by the Divine Benediction ; which we also readily acknowledge. Archbishop Tillotson, in his Discourse of Transubstantiation, Pag. 291. of his Works in Folio, publish'd in his Life-Time. By John Johnson, A.M.";[1718];London;Robert Knaplock;English;Mass;Anglicanism;Laudian Tradition;Early Christianity;;https://www.worldcat.org/title/unbloody-sacrifice-and-altar-unvaild-and-supported-in-which-the-nature-of-the-eucharist-is-explaind-according-to-the-sentiments-of-the-christian-church-in-the-four-first-centuries-part-the-second-shewing-the-agreement-and-disagreement-of-the-eucharist-with-the-sacrifices-of-the-antients-and-the-excellency-of-the-former-the-great-moment-of-the-eucharist-both-as-a-feast-and-sacrifice-the-necessity-of-frequent-communion-the-unity-of-the-eucharist-the-nature-of-excommunication-and-the-primitive-method-of-preparation-with-devotions-for-the-altar-i-deny-not-but-that-the-fathers-do-and-that-with-great-reason-very-much-magnity-the-wonderful-mystery-and-efficacy-of-this-sacrament-and-frequently-speak-of-a-great-supernatural-change-made-by-the-divine-benediction-which-we-also-readily-acknowledge-archbishop-tillotson-in-his-discourse-of-transubstantiation-pag-291-of-his-works-in-folio-publishd-in-his-life-time-by-john-johnson-am/oclc/642427099&referer=brief_results
Desmarets, Samuel;1599 - 1673;http://viaf.org/viaf/71369944;Disputationum exegeticarum ad confessionem Belgicam trigesima sexta, quae est de sacerdotio & sacrificio Christi, eaque prior ad articulum vigesimum primum;Disputationum exegeticarum ad confessionem Belgicam trigesima sexta, quae est de sacerdotio & sacrificio Christi, eaque prior ad articulum vigesimum primum;1648;Groningen;Johannes Sas;Latin;English Reformation;Controversy;Confessio Belgica;Christ's Sacrifice;;https://books.google.it/books?id=LcfjAuo0_ioC&printsec=frontcover&redir_esc=y#v=onepage&q&f=false
Martínez, Prado Juan de;? - 1668;http://viaf.org/viaf/164145857057522921479;De Eucharistiae Sanctissimo Sacramento, et Divino Missae Sacrificio: dubitationes scholasticae [et] morales : super tertiam partem summae doctoris Angelici D. Thomae, à quaestione 73 usque 83;De Eucharistiae Sanctissimo Sacramento, et Divino Missae Sacrificio: dubitationes scholasticae [et] morales : super tertiam partem summae doctoris Angelici D. Thomae, à quaestione 73 usque 83;1662;Collegio S. Thomae  [?];Franciscus Coxedus;Latin;Catholicism;Sacraments;Eucharist;Thomas Aquinas;Mass;https://books.google.it/books?id=81Hrh5-wINQC&printsec=frontcover&redir_esc=y#v=onepage&q&f=false
Moore, Thomas junior;? - ?;http://viaf.org/viaf/55605809;Truth vindicating itself from treason and rebellion, or, A brief discovery how the faith of the Grace of God to manward, in, and through Christ Jesus our Lord, who once appeared in the end of the world, to put away sin by the sacrifice of himself, and by means thereof is Saviour of the world : as likewise the hope of his appearing the second time without sin, to the salvation of them that look for him : not onely clears itself from, but most directly and severely reproves all manner of sedition, and resisting the powers that God by his providence sets over us, whether they be good and gentle to us, or whether they be froward, and rise up against us;Truth vindicating itself from treason and rebellion, or, A brief discovery how the faith of the Grace of God to manward, in, and through Christ Jesus our Lord, who once appeared in the end of the world, to put away sin by the sacrifice of himself, and by means thereof is Saviour of the world : as likewise the hope of his appearing the second time without sin, to the salvation of them that look for him : not onely clears itself from, but most directly and severely reproves all manner of sedition, and resisting the powers that God by his providence sets over us, whether they be good and gentle to us, or whether they be froward, and rise up against us;1661;London;printed for the author;English;Theology;Grace;Evil;Christ's Sacrifice;;"https://quod.lib.umich.edu/cgi/t/text/text-idx?c=eebo2;idno=B43467.0001.001"
Musculus, Wolfgang;1497 - 1563;http://viaf.org/viaf/51760099;Adversus Libellum Iohannis Cochlaei De Sacerdotio ac Sacrificio novae legis aeditum: Anticochlaeus Primus;Adversus Libellum Iohannis Cochlaei De Sacerdotio ac Sacrificio novae legis aeditum: Anticochlaeus Primus;1544;Augsburg;Ulhard;Latin;John Cocleo;Priesthood;Controversy;New Alliance;;https://books.google.it/books?id=PlA8AAAAcAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false
Garet, Jean;1499 - 1571;http://viaf.org/viaf/39524294;La Probation de la S. messe et sacrifice d'icelle tirée du vieil et nouveau Testament et des SS. Pères, contre les faussetez du sieur Du Plessis Mornay, par N. L. M. [Traduit du latin de Jean Garet];La Probation de la S. messe et sacrifice d'icelle tirée du vieil et nouveau Testament et des SS. Pères, contre les faussetez du sieur Du Plessis Mornay, par N. L. M. [Traduit du latin de Jean Garet];1599;Paris;n. p.;French;Eucharist;Controversy;Exegesis;;;https://www.worldcat.org/title/probation-de-la-s-messe-et-sacrifice-dicelle-tiree-du-vieil-et-nouveau-testament-et-des-ss-peres-contre-les-faussetez-du-sieur-du-plessis-mornay-par-n-l-m-traduit-du-latin-de-jean-garet/oclc/1172024272?referer=di&ht=edition
Nelson, Robert;1656 - 1715;http://viaf.org/viaf/18664895;The great duty of frequenting the Christian sacrifice : and the nature of the preparation required : with suitable devotions, partly collected from the ancient liturgies, to which are prefixed instructions for confirmation;The great duty of frequenting the Christian sacrifice : and the nature of the preparation required : with suitable devotions, partly collected from the ancient liturgies, to which are prefixed instructions for confirmation;1699;London;[William Bowyer] for A. and J. Churchill;English;Eucharistic;Mass;Liturgy;;;https://books.google.it/books?id=9BY8Vx4OgekC&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Patrick, Simon;1626 - 1707;http://viaf.org/viaf/61575527;The Christian sacrifice : a treatise shewing the necessity, end, and manner of receiving the Holy Communion: together with suitable prayers and meditations;The Christian sacrifice : a treatise shewing the necessity, end, and manner of receiving the Holy Communion: together with suitable prayers and meditations;1671;London;R. N.;English;Eucharist;Liturgy;Prayers;Meditations;;https://www.google.it/books/edition/The_Christian_Sacrifice_A_Treatise_Shewi/jX1mAAAAcAAJ?hl=it&gbpv=1&dq=the+christian+sacrifice:+a+treatise+shewing+the+necessity,+end+and+manner+of+receiving+the+holy+communion+...&printsec=frontcover 
Patrick, Simon;1626 - 1707;http://viaf.org/viaf/61575527;Religious conscience : or, the morning and evening sacrifice. A poem. In imitation of Dr. Young's Night thoughts;Religious conscience : or, the morning and evening sacrifice. A poem. In imitation of Dr. Young's Night thoughts;[1755];London;"S. Baker; J. Beecroft; W. Owen";English;Poems;Conscience;;;;https://www.worldcat.org/title/religious-conscience-or-the-morning-and-evening-sacrifice-a-poem-in-imitation-of-dr-youngs-night-thoughts/oclc/642553582&referer=brief_results
Patrick, Simon;1626 - 1707;http://viaf.org/viaf/61575527;"The Christian sacrifice. A treatise shewing the necessity, end and manner of receiving the Holy Communion: together with suitable prayers and meditations for every month in the year; and the principal festivals in memory of our Blessed Saviour. In four parts. By the Right Reverend Father in God, Simon Lord Bishop of Ely
";"The Christian sacrifice. A treatise shewing the necessity, end and manner of receiving the Holy Communion: together with suitable prayers and meditations for every month in the year; and the principal festivals in memory of our Blessed Saviour. In four parts. By the Right Reverend Father in God, Simon Lord Bishop of Ely
";1671;London;"R. N.; R. Roston";English;Prayers;Anglicanism;Eucharist;Meditations;;https://www.google.it/books/edition/The_Christian_Sacrifice_A_Treatise_Shewi/jX1mAAAAcAAJ?hl=it&gbpv=1&dq=The+Christian+sacrifice.+A+treatise+shewing+the+necessity&printsec=frontcover 
Pelling, Edward;1640 - 1718;http://viaf.org/viaf/44648355;The regular Christians daily sacrifice, or, A collection of prayers chiefly out of David's Psalms and the rest of the Common prayer book : to be used by the people in their private devotion on all ordinary and special occasions : with a particular office for sacrament-days;The regular Christians daily sacrifice, or, A collection of prayers chiefly out of David's Psalms and the rest of the Common prayer book : to be used by the people in their private devotion on all ordinary and special occasions : with a particular office for sacrament-days;1685;Lodon;Ben. Griffin and Sam. Keble;English;Anglicanism;Prayers;David;Book of Common Prayers;;https://search.proquest.com/docview/2240854349 
Phipps, Joseph;1708 - 1787;http://viaf.org/viaf/67915476;The original and present state of man, briefly considered wherein is shewn, the nature of his fall, and the necessity, means and manner of his restoration, through the sacrifice of Christ, and the sensible operation of that divine principle of grace and truth, held forth to the world, by the people called Quakers;The original and present state of man, briefly considered wherein is shewn, the nature of his fall, and the necessity, means and manner of his restoration, through the sacrifice of Christ, and the sensible operation of that divine principle of grace and truth, held forth to the world, by the people called Quakers;1723;London;Mary Hinde;English;Quakers;Grace;Christ's sacrifice;;;https://www.google.it/books/edition/The_Original_and_Present_State_of_Man_Br/rlBpAAAAcAAJ?hl=it&gbpv=1&dq=The+original+and+present+state+of+man&pg=PA11&printsec=frontcover
Pitcarne, Alexander;[1622] - 1695;http://viaf.org/viaf/22490158;The [sp]iritual sacrifice, or, A treatise wherein several weighty questions and cases concerning the saints communion with God in prayer are propounded and practically improved;The [sp]iritual sacrifice, or, A treatise wherein several weighty questions and cases concerning the saints communion with God in prayer are propounded and practically improved;1644;London;George Sawbridge;English;English Reformation;Sanctity;Prayers;;;https://www.worldcat.org/title/spiritual-sacrifice-or-a-treatise-wherein-several-weighty-questions-and-cases-concerning-the-saints-communion-with-god-in-prayer-are-propounded-and-practically-improved/oclc/1203734890&referer=brief_results
"Rainolds, John;";1549 - 1607;http://viaf.org/viaf/20024748;The summe of the conference betweene Iohn Rainoldes and Iohn Hart : Touching the head and the faith of the church. Wherein by the way are handled sundrie pointes, of the sufficiencie and right expounding of the Scriptures, the ministerie of the church, the function of priesthood, the sacrifice of the Masse, with other controuersies of religion: but chiefly and purposely the poynt of Church-gouernement ... Penned by Iohn Rainoldes ... perused by Iohn Hart, and (after things supplied, and altered, as he thought good) allowed for the faithfull report of that which past in conference betweene them. Whereunto is annexed a treatise intituled, Six conclusions touching the holy Scripture and the church, written by Iohn Rainoldes. With a defence of such things as Thomas Stapleton and Gregorie Martin have carped at therein;The summe of the conference betweene Iohn Rainoldes and Iohn Hart : Touching the head and the faith of the church. Wherein by the way are handled sundrie pointes, of the sufficiencie and right expounding of the Scriptures, the ministerie of the church, the function of priesthood, the sacrifice of the Masse, with other controuersies of religion: but chiefly and purposely the poynt of Church-gouernement ... Penned by Iohn Rainoldes ... perused by Iohn Hart, and (after things supplied, and altered, as he thought good) allowed for the faithfull report of that which past in conference betweene them. Whereunto is annexed a treatise intituled, Six conclusions touching the holy Scripture and the church, written by Iohn Rainoldes. With a defence of such things as Thomas Stapleton and Gregorie Martin have carped at therein;1588;London;W. Hall;English;Christ's sacrifice;Puritanism;Eucharist;Controversy;Jesuits (S.J.);https://www.worldcat.org/title/summe-of-the-conference-betweene-iohn-rainoldes-and-iohn-hart-touching-the-head-and-the-faith-of-the-church-wherein-by-the-way-are-handled-sundrie-pointes-of-the-sufficiencie-and-right-expounding-of-the-scriptures-the-ministerie-of-the-church-the-function-of-priesthood-the-sacrifice-of-the-masse-with-other-controuersies-of-religion-but-chiefly-and-purposely-the-poynt-of-church-gouernement-penned-by-iohn-rainoldes-perused-by-iohn-hart-and-after-things-supplied-and-altered-as-he-thought-good-allowed-for-the-faithfull-report-of-that-which-past-in-conference-betweene-them-whereunto-is-annexed-a-treatise-intituled-six-conclusions-touching-the-holy-scripture-and-the-church-written-by-iohn-rainoldes-with-a-defence-of-such-things-as-thomas-stapleton-and-gregorie-martin-have-carped-at-therein/oclc/61371128?referer=br&ht=edition
Anonymous / Unknown;? - ?;;The divine banquet : or, sacramental devotions. Consisting of morning and evening prayers, contemplations and hymns for every day in the week, in order to a more solemn preparation for the worthy receiving of the Holy Communion. [...] To which is added, The devout Christian daily sacrifice;The divine banquet : or, sacramental devotions. Consisting of morning and evening prayers, contemplations and hymns for every day in the week, in order to a more solemn preparation for the worthy receiving of the Holy Communion. [...] To which is added, The devout Christian daily sacrifice;1696;London;Nath. Crouch;English;Last Supper;Last Supper;Hymns;Prayers;;"https://www.worldcat.org/title/divine-banquet-or-sacramental-devotions-consisting-of-morning-and-evening-prayers-contemplations-and-hymns-for-every-day-in-the-week-in-order-to-a-more-solemn-preparation-for-the-worthy-receiving-of-the-holy-communion-to-which-is-added-the-devout-christian-daily-sacrifice/oclc/990953921?referer=di&ht=edition						"
Anonymous / Unknown;? - ?;;"The pious Christian's sacrifice ; or, devotions for the devout soul on Sacrament-Day, both in his closet, and in the church. Principally taken out of the Liturgy, and of the Writings of the most eminent Men of the Church of England. Fit to be bound with Common-Prayers
";"The pious Christian's sacrifice ; or, devotions for the devout soul on Sacrament-Day, both in his closet, and in the church. Principally taken out of the Liturgy, and of the Writings of the most eminent Men of the Church of England. Fit to be bound with Common-Prayers
";1717;London;H. Meere;English;Anglicanism;Christ's sacrifice;Liturgy;;;https://www.google.it/books/edition/The_Pious_Christian_s_Sacrifice_Or_Devot/N1hiAAAAcAAJ?hl=it&gbpv=1&dq=The+pious+Christians+sacrifice+%3B+or,+devotions+for&printsec=frontcover 
Sancto Francisco à, Angelus;1601 - 1678;http://viaf.org/viaf/89156701;Holy altar and sacrifice explain'd: in some familiar dialogues on the mass, and what may appertain to it: For the more easy Information and Instruction of those who desire to hear Mass well, and to assist at that great Sacrifice, according to the Spirit and Intention of the Church. With an appendix, concerning saying mass in Latin, and of pronouncing the secret prayers and the canon with a low voice. By P.B.O.S.F.;Holy altar and sacrifice explain'd: in some familiar dialogues on the mass, and what may appertain to it: For the more easy Information and Instruction of those who desire to hear Mass well, and to assist at that great Sacrifice, according to the Spirit and Intention of the Church. With an appendix, concerning saying mass in Latin, and of pronouncing the secret prayers and the canon with a low voice. By P.B.O.S.F.;1768;London;"T. Lewis; T. Meighan; J. Coghlan; J. Marmaduke";English;Eucharist;Catholicism;Franciscans (O.F.M.);Liturgy;Dialogs;https://www.worldcat.org/title/holy-altar-and-sacrifice-explaind-in-some-familiar-dialogues-on-the-mass-and-what-may-appertain-to-it-for-the-more-easy-information-and-instruction-of-those-who-desire-to-hear-mass-well-and-to-assist-at-that-great-sacrifice-according-to-the-spirit-and-intention-of-the-church-with-an-appendix-concerning-saying-mass-in-latin-and-of-pronouncing-the-secret-prayers-and-the-canon-with-a-low-voice-by-pbosf/oclc/745244538?referer=di&ht=edition
Scandret, John;? - ?;;Sacrifice the divine service, from the covenant of grace, to the consumation of the mystery of man's redemption. By J. Scandret [...] To which is prefix'd a letter to the author, from the Reverend Mr. Charles Leslie;Sacrifice the divine service, from the covenant of grace, to the consumation of the mystery of man's redemption. By J. Scandret [...] To which is prefix'd a letter to the author, from the Reverend Mr. Charles Leslie;1707;London;Geo. Strathan;English;Mass;Grace;Priesthood;;;https://www.worldcat.org/title/sacrifice-the-divine-service-from-the-covenant-of-grace-to-the-consumation-of-the-mystery-of-mans-redemption-by-j-scandret-to-which-is-prefixd-a-letter-to-the-author-from-the-reverend-mr-charles-leslie/oclc/225179389&referer=brief_results
Smith, Henry;[1560] - 1591;http://viaf.org/viaf/64283755;The Christians sacrifice Seene, and allowed;The Christians sacrifice Seene, and allowed;1589;London;"Thomas Orwin; Thomas Man";English;Christ's sacrifice;Puritanism;Sermons;;;https://books.google.it/books?id=VaBkAAAAcAAJ&pg=PP7&hl=it&source=gbs_selected_pages&cad=3#v=onepage&q&f=false
Smith, Michael;? - ?;;Christianity unmasqued : or unavoidable ignorance preferable to corrupt Christianity. A poem. In twenty-one cantos. By Michael Smith, A.B. Vicar of South Mimms, in Hertfordshire. A Verse may catch him who a Sermon flies, And turn Delight into a Sacrifice. Ludentem lasciva severum, Seria dictu. Art. Poet;Christianity unmasqued : or unavoidable ignorance preferable to corrupt Christianity. A poem. In twenty-one cantos. By Michael Smith, A.B. Vicar of South Mimms, in Hertfordshire. A Verse may catch him who a Sermon flies, And turn Delight into a Sacrifice. Ludentem lasciva severum, Seria dictu. Art. Poet;1771;London;H. Turpin;English;Poems;Ignorance;Ignorance;;;https://www.worldcat.org/title/christianity-unmasqued-or-unavoidable-ignorance-preferable-to-corrupt-christianity-a-poem-in-twenty-one-cantos-by-michael-smith-ab-vicar-of-south-mimms-in-hertfordshire-a-verse-may-catch-him-who-a-sermon-flies-and-turn-delight-into-a-sacrifice-ludentem-lasciva-severum-seria-dictu-art-poet/oclc/642487959?referer=di&ht=edition
Smyth, Richard;1500 - 1563;http://viaf.org/viaf/27294281;De missae sacrificio, succincta quaedam enarratio;De missae sacrificio, succincta quaedam enarratio;1562;Lovanio;Ioannis Bogardus;Latin;Catholicism;Eucharist;Mass;;;https://books.google.it/books?id=hXE-AAAAcAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false
Sporer, Patritius;? - 1683; http://viaf.org/viaf/55258398;Theologia Moralis Sacramentalis: In IV. Partes Divisa Ad Instructionem Ordinandorum & Curandorum Ex Materia De Sacramentis In Genere Et In Specie, I. De Ordine, & Horis Canonicis. II. De Sacerdotio, Sacrificio, & Eucharistia. III. De Poenitentia. IV. De Matrimonio, Item de Peccatis contra Sextum;Theologia Moralis Sacramentalis: In IV. Partes Divisa Ad Instructionem Ordinandorum & Curandorum Ex Materia De Sacramentis In Genere Et In Specie, I. De Ordine, & Horis Canonicis. II. De Sacerdotio, Sacrificio, & Eucharistia. III. De Poenitentia. IV. De Matrimonio, Item de Peccatis contra Sextum;1700;Salzburg;Joannis Baptista Mayr;Latin;Catholicism;Moral Theology;Sacraments;Eucharist;;https://books.google.it/books?id=ujdFAAAAcAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false
Stafford, Anthony;1587 - [1645];http://viaf.org/viaf/54497587;The day of salvation, or, A homily upon the bloody sacrifice of Christ, or his death and passion : written, and intended onely for private meditation of a most noble and vertuous lady, on Good-Friday last, but since thought worthy the publique view;The day of salvation, or, A homily upon the bloody sacrifice of Christ, or his death and passion : written, and intended onely for private meditation of a most noble and vertuous lady, on Good-Friday last, but since thought worthy the publique view;1635;London;N. and I. Okes;English;Sermons;Christ's sacrifice;Anglicanism;Blood;Christ's Sacrifice;https://www.worldcat.org/title/day-of-salvation-or-a-homily-upon-the-bloody-sacrifice-of-christ-or-his-death-and-passion-written-and-intended-onely-for-private-meditation-of-a-most-noble-and-vertuous-lady-on-good-friday-last-but-since-thought-worthy-the-publique-view/oclc/1069338467?referer=di&ht=edition
"Stewart, William; Béze, Théodore de ";"[1490] - 1545; 1519 - 1605";"?; http://viaf.org/viaf/66463755";Ane breif gathering of the halie signes, sacrifices and sacramentis institutit of God sen the creation of the warlde. And of the trew originall of the sacrifice of the messe. Translatit out of Frenche into Scottis be ane faithful brother;Ane breif gathering of the halie signes, sacrifices and sacramentis institutit of God sen the creation of the warlde. And of the trew originall of the sacrifice of the messe. Translatit out of Frenche into Scottis be ane faithful brother;[1565];Edinburgh;Robert Lekprevik;Scotish;Calvinism;Controversy;Mass;;;https://www.worldcat.org/title/breif-gathering-of-the-halie-signes-sacrifices-and-sacramentis-institutit-of-god-sen-the-creation-of-the-warlde-and-of-the-trew-originall-of-the-sacrifice-of-the-messe-translatit-out-of-frenche-into-scottis-be-ane-faithful-brother/oclc/61336448?referer=di&ht=edition
Suárez, Francisco;1548 - 1617;http://viaf.org/viaf/39385631;Opera omnia;Opera omnia;1891;Paris;L. Vivès;Latin;Mass;Thomas Aquinas;Sacraments;Eucharist;Biblical Commentaries;https://books.google.it/books?id=F2YVAAAAQAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false
Suárez, Francisco;1548 - 1617;http://viaf.org/viaf/39385631;Summa commentariorum ac disputationum P. D. Fr. Suarez [...]: de sacramentis, indulgentiis, suffragiis, purgatorio, clavibus ecclesiae, sacrificio missae, censuris, ac irregularitate, tum generatim cum speciatim;Summa commentariorum ac disputationum P. D. Fr. Suarez [...]: de sacramentis, indulgentiis, suffragiis, purgatorio, clavibus ecclesiae, sacrificio missae, censuris, ac irregularitate, tum generatim cum speciatim;1627;Lyon;"Iacobus Cardon; Petrus Cavellat";Latin;Catholicism;Sacraments;Mass;Jesuits (S.J.);;https://books.google.it/books?id=I99Z62LilukC&printsec=frontcover&redir_esc=y#v=onepage&q&f=false
Tillotson, John;1630 - 1694;http://viaf.org/viaf/29588767;"A Sermon Preach'd before the Queen At White-Hall; April the 9th, 1693. Concerning the Sacrifice and Satisfaction of Christ";"A Sermon Preach'd before the Queen At White-Hall; April the 9th, 1693. Concerning the Sacrifice and Satisfaction of Christ";1707;London;J. Hills;English;Anglicanism;Christ's sacrifice;Sermons;English Reformation;;https://books.google.it/books?id=LwM_AAAAcAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false
Titius, Gerhar Gottlieb;1661 - 1714;http://viaf.org/viaf/10628352;Disputatio Theologica De Papistico Missae Sacrificio : Cum Epimetro Ad Leonem Allatium Graecum / Quam D.O.M.A. Sub Praesidio Gerhardi Titii [...] Ad diem Aprilis In Academia Iulia Publice ventilandam proponit Hermannus Nerge Hildesiensis;Disputatio Theologica De Papistico Missae Sacrificio : Cum Epimetro Ad Leonem Allatium Graecum / Quam D.O.M.A. Sub Praesidio Gerhardi Titii [...] Ad diem Aprilis In Academia Iulia Publice ventilandam proponit Hermannus Nerge Hildesiensis;1657;Helmstadt;Johann Heitmüller;Latin;Lutheranism;Mass;Controversy;Peace of Augsburg;;http://diglib.hab.de/drucke/901-1-helmst-dr-2s/start.htm
Tournely, Honoré;1658 - 1729;http://viaf.org/viaf/66569262;Praelectionum theologicarum Honorati Tournely continuatio sive Tractatus de universa theologia morali: Ubi agitur I. De Confirmatione, II. De Eucharistia ut Sacramento necnon de sacrificio Missae;Praelectionum theologicarum Honorati Tournely continuatio sive Tractatus de universa theologia morali: Ubi agitur I. De Confirmatione, II. De Eucharistia ut Sacramento necnon de sacrificio Missae;1751;Venice;Nicolaus Pezzana;Latin;Catholicism;Mass;Sacraments;Moral Theology;;https://books.google.it/books?id=Fy_oS2BihlwC&printsec=frontcover&redir_esc=y#v=onepage&q&f=false
Turretin, Benedict;1588 - 1631;http://viaf.org/viaf/29923018;Theses theologicae de falso missae sacrificio / quas [...] sub praesidio [...] Benedicti Turrettini [...] publice discutiendas proponit Nicolaus Antonii Teroduno-lotharingus;Theses theologicae de falso missae sacrificio / quas [...] sub praesidio [...] Benedicti Turrettini [...] publice discutiendas proponit Nicolaus Antonii Teroduno-lotharingus;1626;Geneva;Johannis de la Planche;Latin;Calvinism;Mass;Sacraments;;;https://www.e-rara.ch/gep_r/content/titleinfo/15573244
