AUTORE,TITLE or subject,ANNO,PROVENIENZA,LUOGO DI CONSERVAZIONE,KEY WORD 1, KEY WORDS 2,KEY WORDS 3,KEY WORDS 4,KEY WORDS 5,LINKS,FORMATO,TOPIC,TOPIC,TOPIC,NOTES FOR INTERNAL USE,Responsible
"Dente, Marco (Marco da Ravenna)",Sacrifice to Bacchus,1st quarter 16th century,,"New York, Metropolitan Museum of Art",Ancient Romans,Ancient Sacrifices,Fire,Animals,Woodcut,https://drive.google.com/file/d/1gD7jYzeLgRly-UyP1Ps2ZQh09luWFkXq/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Romano, Giulio (Giulio Pippi)",Sacrifice to Jupiter,1st quarter 16th century,,"Bayonne, Musée Bonnat",Ancient Romans,Ancient Sacrifices,Animals,Drawing,,https://drive.google.com/file/d/1txUykJrlfmJRap2DN-amqiAWyUcUSTGV/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Pittoni, Giovanni Battista il Giovane",The sacrifice of Polixena at the tomb of Achilles,1735ca,,"Baltimore, The Walter Art Museum",Ancient Greeks,Achilles,Polyxena,Human Sacrifices,Painting,https://drive.google.com/file/d/1jyi6x0_d5f0r7_RssRAQMnuLy2NsOVMK/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
[Italian],Sacrifice to Minerva,16th century,"Pliny the Elder (Gaius Plinius Secundus), Naturalis Historia , book XXXVI, Initial","New York, Public Library",Ancient Romans,Italy,Ancient Sacrifices,Capital Letter,,https://drive.google.com/file/d/1WbLTOY0oFsSBoyjgNZ847VOUnddiliiw/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Veneziano, Agostino (Agostino de Musis) (attributed)",Sacrifice to Priapus,16th century,Bartsch (B.XIV.207.258),"London, Warburg Institute",Ancient Romans,Engravings,Ancient Sacrifices,,,https://drive.google.com/file/d/1OEV1T7surruFe9BkTM5EW2ih3B0BbZIt/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Zainer, Johannes",Neoptolemus sacrificing Polyxena at Achilles's tomb,1473,"Boccaccio, Giovanni, De mulieribus claris, translator Heinrich Steinhöwel, Ulm, Johannes Zainer, ca. 1474",n/a,Ancient Greeks,Polyxena,Achilles,,,https://drive.google.com/file/d/1ZqcrVQsdxgHkQK02gEqki_R6Ru8IxxpS/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Pinturicchio, Bernardino (and workshop)",Sacrifice to Mercury,	1502-1507,,"Siena, Cathedral, Biblioteca Piccolomini",Ancient Romans,Italy,Sacrificial Lamb,Animales,Frescos,https://drive.google.com/file/d/16ZGGLlZAOT4Gwc9c_LbGP109MULF5O2t/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Vecelio, Tiziano",Jacopo Pesaro being presented by Pope Alexander VI to Saint Peter,1511-1513ca,,"Antwerp, Koninklijke Museum voor Schone Kunsten",Ancient Romans,Italy,Church History,Rome,Painting,https://drive.google.com/file/d/143Nxep6PRPldzDvCWlQZh37DJ_nT8_7-/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Buonarroti, Michelangelo",Sacrifice of Noah,1508-1510ca,,"Vatican, Sistine Chapel, vault",Rome,Frescos,Noah,Animals,"Bible, Old testament",https://drive.google.com/file/d/1bkHBRLsDhLzT2gUXBPjDG5TabnZjrNp3/view?usp=sharing,JPG,1. Sacrifice and Bible (16th-18th century),,,,Solera
[Florentine],Sacrifice to or by image of Minerva,1513,"Hamburg stamp, Poliziano, Angelo, La Giostra di Giuliano de Medici, Florence, 1513, fol. V","London, Warburg Institute",Ancient Romans,Ancient Sacrifices,Florence,Engravings,Fire,https://drive.google.com/file/d/1fR1Api4SrSe_4Rb6wgtAeJaUDyydilvc/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
[Augsburg influenced by Hans Burgkmair],Abraham and Isaac holding objects alluding to the sacrifice,1510ca,,"Augsburg, Cathedral, St. Gertrud Chapel, altar","Bible, Old Testament",Abraham and Isaac,Sacrificial Objects,Saints,Church History,https://drive.google.com/file/d/12kdW-iVyAJNBEGnan7Yo2YXHQvv0UzrP/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Correggio (Allegri, Antonio)",Sacrifice with Vesta,1518-1519,,"Parma, Camera di san Paolo",Ancient Romans,Animals,Italy,Frescos,,https://drive.google.com/file/d/1an0wCA0O0uLhfwGIaVfOZOFry0hY5S8-/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Raimondi, Marcantonio",Saint Cecilia martyrdom,1520-1525ca,Bartsch (XIV. 114. 107),"London, Warburg Institute",Ancient Romans,Women Martyrs,Saints,Rome,Engravings,https://drive.google.com/file/d/1i1mXA-1GYqD97D7ONpt2desh_c6zPDpU/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
[Italian],Persons bringing sacrifices to Hercules,	2nd quarter 16th century,,"London, British Museum (Dept. of Prints and Drawings)",Ancient Greeks,Engravings,,,,https://drive.google.com/file/d/13ollLJpN4g59BU00hv6ssAKJvGpkQvq-/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Romano, Giulio (Giulio Pippi)",Sacrifice to Jupiter,	2nd quarter 16th century," Ellesmere Sale, 5 December 1972","London, Sotheby's",Ancient Greeks,Fire,Animals,Drawing,,https://drive.google.com/file/d/1SmfE_-VA3JUiutmU8Jrz1zpKNb5jc4Au/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Romano, Giulio (Giulio Pippi)",Sacrifice of an Ox,1527-1528,,"Mantua, Palazzo Te, Camera dei venti",Animals,Italy,Fire,Frescos,,https://drive.google.com/file/d/1SSZvMWlBruobHgmCGS466Xw_wFyoIGss/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Bos, Cornelis; Lombard, Lambert",Sacrifice to Priapus,1537ca-1555ca,,n/a,Ancient Romans,Engravings,Animals,,,https://iconographic.warburg.sas.ac.uk/vpc/VPC_search/record.php?record=47104,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"[In the manner of Primaticcio, Francesco]",Sacrifice to Priapus,1540-1550,,"London, British Museum (Dept. of Prints and Drawings)",Ancient Romans,Ancient Sacrifices,Engravings,,,https://drive.google.com/file/d/193EZiC-ruXmBmK9cpM9Uq3bnf3KpFVtf/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Beatrizet, Nicolas",Iphigenia sacrifice,1553,Bartsch (XV.261.43),"London, Warburg Institute",Iphigenia,Ancient Sacrifices,Ancient Greeks,Human Sacrifices,Coins and Medals,https://drive.google.com/file/d/1ewCOMhi6kCOPO899t13az2_OLxykL5J_/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Zuccari, Taddeo",Sacrifice to Hermes,1562-1566,,"Caprarola, Villa Farnese, Camera dell'aurora",Ancient Greeks,Ancient Sacrifices,Frescos,,,https://drive.google.com/file/d/1NZ3CXR-z_pSIi_jIqAxUfJZn0opE0cC_/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Bourdon, Sebastien",Sacrifice of Noah,1640,,"Arras, Museum of Fine Arts",Noah,"Bible, Old Testament",Jewish History,Painting,,https://drive.google.com/file/d/1hDqslynRoDRoZcxNf65-Z2y2iv7wVYhF/view?usp=sharing,JPG,1. Sacrifice and Bible (16th-18th century),,,,Solera
"Poussin, Nicolas",The sacrifice of Noah,1620-1665,,"Knutsford, National Trust, Tatton Park",Noah,"Bible, Old Testament",Jewish History,Painting,,https://drive.google.com/file/d/10w4aH18uUaSLYvrvIUSN9sSjg98wUlDN/view?usp=sharing,JPG,1. Sacrifice and Bible (16th-18th century),,,,Solera
"Rubens, Pieter Paul",Mucius Scaevola in the presence of Porsenna,1st half 17th century,,"Moscow, Pushkin State Museum of Fine Arts",Ancient Romans,Fire,Political Sacrifice,Painting,,https://drive.google.com/file/d/1L9JUcRH-HjGXUxrRM0BdFvNkP42iGyBA/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
"Rubens, Pieter Paul",Consacration of Decius Mus,1616-1617,,"Wien, Prince of Liechtenstein's Collections",Ancient Romans,Animals,Political Sacrifice,Painting,,https://drive.google.com/file/d/12bZllsfD5xFkpsxnQyWfIgcv-I2_Byl1/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
"Rubens, Pieter Paul",Death Decius Mus,1617,,"Wien, Prince of Liechtenstein's Collections",Ancient Romans,Political Sacrifice,Painting,,,https://drive.google.com/file/d/1t_fzI3qFntrezgr58ZHDvdFmSlzoPKQU/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
"De Vos, Simon",Death Decius Mus,1641,,"Saint Petersburg, The State museum Hermitage",Ancient Romans,Political Sacrifice,Painting,,,https://drive.google.com/file/d/1a8ygxRHSBCI6YYahjO7kFgwYR22YH_p1/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
"Tiepolo, Giambattista",Mucius Scaevola in the presence of Porsenna,1726-1729,,"Dijon, Musée Magnin",Ancient Romans,Fire,Political Sacrifice,Painting,,https://drive.google.com/file/d/1irI8OTB7rEO260VViD_2tz4dOf7CiDa5/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
"Lens, Cornelis",Regulus Returning to Carthage,1791,,"Saint Petersburg, The State museum Hermitage",Ancient Romans,Political Sacrifice,Painting,,,https://drive.google.com/file/d/1FQxg7G16smR3kBX3xqhz3wAgp_hKN_GH/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
"Rosa, Attilio",The death of Atilius Regulus,1662,,"Rome, Galleria Trincia",Ancient Romans,Political Sacrifice,Engravings,,,https://drive.google.com/file/d/1iizESXVeAoM9afpbV0ZCdfCz-y9uKIBu/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
Anonymous,Atilius Regulu in the spiked barrel,17th century,,"Feltre, Museo Civico",Ancient Romans,Political Sacrifice,Painting,,,https://drive.google.com/file/d/17lBIjpsFYr1Qk-tQgSmX7gp6wmDo0qIl/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
[Italian],Atilius Regulus leave,18th century,scatola 10,"Venice, Fondazione Giorgio Cini, Gabinetto dei disegni e delle stampe",Ancient Romans,Political Sacrifice,Drawing,,,https://drive.google.com/file/d/1t09GrTTj1pB52PZfuWqCAKafjik695_n/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
"Mantegna, Andrea",Molorchos making a sacrifice to Hercules,1506,,"Paris, Musée du Louvre",Ancient Greeks,Fire,Animals,Drawing,,https://drive.google.com/file/d/1XTzYDqop3_C9nnQukoatiJ39kKMohNXB/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Hollar, Wenceslaus (after school of Andrea Mantegna)",Four classical figures (pagan sacrifice),1638,,"New York, Metropolitan Museum",Pagan Sacrifice,Animals,Ancient Greeks,Drawing,,https://drive.google.com/file/d/12KioeDft9b2MEjxTSK3GScNeIsDNKiOM/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Romano, Giulio (Giulio Pippi)",Atilius Regulus closed in the barrel,1531ca,,"Mantova, Palazzo Te, Apartment of the Secret Garden, Vault",Ancient Romans,Political Sacrifice,Frescos,,,https://drive.google.com/file/d/1uChcI2Tqc8G4mBGpRTpzPUqfPm4T-Gah/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
"Maffezzoli, Giovanni",The Sacrifice of Atilius Regulus,end 18th century,,"Cremona, Museo Civico Ala Ponzone",Ancient Romans,Political Sacrifice,Woodcut,,,https://drive.google.com/file/d/16yo7fXtNPbWzLInx9dAJY6EEcZzg4SWY/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
[Fontainebleau School],The torture of Atilius Regulus,1542-1543ca,,"London, British Museum",Ancient Romans,Engravings,Political Sacrifice,,,https://drive.google.com/file/d/1vQSKOgfXQvPzcUMFTcaMhkjG37Rix3A3/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
[Urbinate],Atilius Regulus forced in the barrel,1530ca-1540ca,,"Rome, Museo Nazionale di Palazzo Venezia",Ancient Romans,Political Sacrifice,,,,https://drive.google.com/file/d/15KCA-LGUC5qycyFjKi66zHdinkwhNzC0/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"David, Jacques-Louis",Oath of the Horatii,1784,,"Paris, Musée du Louvre",Ancient Romans,Oaths,Political Sacrifice,Painting,,https://drive.google.com/file/d/1-L0xsOC0YZgr5HkGXQOXevtzpzq_T-NY/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
"d'Arpino, Cavalier",Fight between Horatii and Curiatii,1612-1613,,"Rome, Musei capitolini, Sala degli Orazi",Ancient Romans,Political Sacrifice,Frescos,,,https://drive.google.com/file/d/1WlF3kepgtHZMA4qKutUWAdbuDVTozrO1/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
"Rubens, Pieter Paul",Mars and Rhea Silvia,1617ca,,"Wien, Liechtenstein Museum",Ancient Romans,Fire,Painting,,,https://drive.google.com/file/d/1YhmAaRzYte47HtDb2HRpcrMLPbaJ7mjF/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Beaufort, Jacques-Antoine",The oath of Brutus,1771,,"Nevers, Musée Municipal Frederic Blandin",Ancient Romans,Oaths,Blood,Political Sacrifice,Painting,https://drive.google.com/file/d/1b5yzo-nyOndDt50S3R31-Gf1Bq5zUADo/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
"David, Jacques-Louis",Andromache Mourning Hector,1783,,"Paris, Museée du Louvre",Ancient Greeks,Fire,Political Sacrifice,Painting,,https://drive.google.com/file/d/1HBOZZDEcmT6DHV8jSsIUTZn7HjpkHgIC/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"David, Jacques-Louis",Brutus sons corps,1789,,"Paris, Museée du Louvre",Ancient Romans,Political Sacrifice,Painting,,,https://drive.google.com/file/d/1PcIEYrZFNBrEmQsSC5EWNUpuwkKFR8VG/view?usp=sharing,JPG,3. Sacrifice and politics (16th-18th century),,,,Solera
"Botticelli, Sandro",The Punishment of Korah and the Stoning of Moses and Aaron,1481-1482,,"Vatican, Sistine Chapel, Wall",Frescos,"Bible, Old Testament",Moses,Anti-Pagan Sacrifices,Pagan Sacrifices,https://drive.google.com/file/d/1tKEFwDZ0QunwoJ6Q7NkP-H29PT0ADTAW/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Le Brun, Charles",The sacrifice of Polixena,1647,,"New York, Metropolitan Museum",Polyxena,Ancient Greeks,Achilles,Painting,,https://drive.google.com/file/d/1qVqRP7UWoLvFdePQAWcNuN6z3mbwsC5I/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Maderno, Carlo",Saint Cecilia,1600,,"Rome, Basilica di Santa Cecilia in Trastevere, Altar",Saints,Rome,Women Martyrs,Martyrdom,Sculpture,https://drive.google.com/file/d/1MdE6jNL00rpi1jEQWNwLpqgqqdv12YJp/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Beccafumi, Domenico",Saint Paul Enthroned,1515ca,,"Siena, Opera della Misericordia",Protomartyrs,Saint Paul,Sacrificial Objects,Martyrdom,Painting,https://drive.google.com/file/d/192kWpIl8IT_PmL3PPKPQpm_xFx-N26_3/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Sanzio, Raphael",The sacrifice of Lystra,1515,,"Vatican, Vatican Museum",Lystra,Ancient Greeks,Rome,Saint Paul,Pagan Sacrifices,https://drive.google.com/file/d/1KQq4LeMP3DOG4TK3CKjTedOU-1pBMc1h/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Steel, Jan",The sacrifice of Iphigenia,1671,,"Boston, Museum of Fine Arts",Iphigenia,Ancient Greeks,Fire,Animals,Painting,https://drive.google.com/file/d/1Md0R-oaSyxOYpu_kl5Z-Bgk0M-_9XywV/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Scultori, Adamo",Sacrifice of a pig,1547ca-1587,,"Providence, RISD Museum",Animals,Engravings,Fire,,,https://drive.google.com/file/d/1bBeV_ra-r_sn6A5QCJhbyb7shDUasCk3/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Lafreri, Antonio",Ancient ritual sacrifice,1544-1577ca,"Lafreri, Antonio, Speculum Romanae Magnificentiae, A110","Chicago, University of Chicago Library",Ancient Sacrifice,Animals,Fire,Ancient Romans,Engravings,https://drive.google.com/file/d/1QLbGyfT5J9hjyp6OI6AMWdVfK2Ti8tyr/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Duchetti, Claudio",Frieze of sacrificial instruments,1581-1586,"Lafreri, Antonio, Speculum Romanae Magnificentiae, A 128","Chicago, University of Chicago Library",Sacrificial Objects,Ancient Sacrifices,Engraving,,,https://drive.google.com/file/d/1GK_wwfYgg0Jjq3Itr56XuVxxutC0jzzo/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Altomonte, Martino",Joachim's Sacrifice,1701-1800,,"Frankfurt am Main, Staedel Museum",Painting,Joachim and Anne,Fire,History of Jews,,https://drive.google.com/file/d/1UEY14hxn0sktvLZ4LemlIp6iwkBFUAUB/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Lund, Johann",The idol Moloch with seven chambers or chapels,1711,"Lund, Johann, Die Alten Jüdischen Heiligthümer, 1711",,Animals,Idolatry,Pagan Sacrifices,Moloch,Engraving,https://drive.google.com/file/d/1b_wHOO-aWGE_yVLcSUtLI7x7SGTxlRjx/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
Anonymous,"James Cook, English navigator, witnessing human sacrifice in Taihiti (Otaheite) c. 1773. Engraving from an 1815 edition of Cook's 'Voyages'",1773ca,"Cook, James, Voyages, 1815",,Pagan Sacrifice,Human Sacrifices,Native Americans,,,https://drive.google.com/file/d/1U4DzHJ3obs3jQKDJ1NRmBQijL44_Rfs5/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Dazel, Archibad",Victims for sacrifice,1793,"Dalzel, Archibad, The history of Dahomy, an inland Kingdom of Africa, 1793",,Pagan Sacrifice,Human Sacrifices,Africa,,,https://drive.google.com/file/d/18cst4F3pv1yjFzxi0_vloU8KXzL_VYna/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Griffiths, Moses",The Wicker Man of the druids crop,18th century,"Pennant, Thomas, A Tour in Wales, 1781",,Pagan Sacrifice,Human Sacrifices,,,,https://drive.google.com/file/d/1KomcnfVkx4MIpmJ8DugawB_f4OORSWM8/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
Anonymous,The sentinel in the employ of the Shah of Tabaristan prepares to sacrifice his son to the ghost of the Shah’s soul,1560ca,"Tales of a Parrot, 1560",The Cleveland Museum of Arts,Islamic Sacrifice,Human Sacrifices,,,,https://drive.google.com/file/d/1osqv-rW3V22_UfDMddDyNVWq5JTT-ljK/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
Anonymous,Ibrâhîm [Abraham] sacrifice of his son Ismâ'îl,1577,"Persian, ms. 1","New York, Public Library, Spencer Collection",Abraham and Isaac,Human Sacrifices,Animals,Islamic Sacrifices,"Bible, Old Testament",https://drive.google.com/file/d/1qM5TcNclJE-WyP7MH0lqE-SzXXo5VClM/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,Anche 1,Solera
[Portuguese],Indian sacrifice,16th century,"ms. 1889, Album di disegni, illustranti usi e costumi dei popoli d'Asia e d'Africa con brevi dichiarazioni in lingua portoghese, c. 80","Rome, Biblioteca Casanatense",India,Human Sacrifices,,,,https://drive.google.com/file/d/1dKyCejMXwO0udwWJpkigEOjELEPw5n-L/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
[Portuguese],Indian sacrifice by behaeding,16th century,"ms. 1889, Album di disegni, illustranti usi e costumi dei popoli d'Asia e d'Africa con brevi dichiarazioni in lingua portoghese, c. 86","Rome, Biblioteca Casanatense",India,Human Sacrifices,,,,https://drive.google.com/file/d/1Z9dtge59xWNdR1YvQ0O99gPQF9RUZjXG/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
[Portuguese],Indian sacrifice with harrows,16th century,"ms. 1889, Album di disegni, illustranti usi e costumi dei popoli d'Asia e d'Africa con brevi dichiarazioni in lingua portoghese, c. 88","Rome, Biblioteca Casanatense",India,Human Sacrifices,,,,https://drive.google.com/file/d/1DT_ePsE34Tif-Jk9k8hr4lAhK8P8bGuR/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
Anonymous,Scenes from daily life of the Aztecs,1553,Mendoza Codex,"Oxford, Bodleian Library",Native Americans,Human Sacrifices,Aztecs,,,https://drive.google.com/file/d/1amSttcPLzq1ESdG5dwDS-gUETlRYJbJS/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Circignani, Niccolò",First christian martyrs 1,1585,"Cavalieri, Giovanni Battista, Ecclesiae militantis triumphi siue Deo amabilium martyrum gloriosa pro Christi fide certamina ... in ecclesia S. Stephani Rotundi, Romae Nicolai Circiniani pictoris manu uisuntur depicta [...], Romae, ex officina Bartholomaei Grassi, 1585",,Protomartyrs,Saints,Rome,Church History,Engravings,https://drive.google.com/file/d/1JvI87bTIhueuEObExs3m0Y3DQMdY1JxB/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Circignani, Niccolò",First christian martyrs 2,1585,"Cavalieri, Giovanni Battista, Ecclesiae militantis triumphi siue Deo amabilium martyrum gloriosa pro Christi fide certamina ... in ecclesia S. Stephani Rotundi, Romae Nicolai Circiniani pictoris manu uisuntur depicta [...], Romae, ex officina Bartholomaei Grassi, 1585",,Protomartyrs,Saints,Rome,Church History,Engravings,https://drive.google.com/file/d/1OMYbu8jnXoB6Dzwgrqm9ofRvpYALLVNY/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Circignani, Niccolò",First christian martyrs 3,1585,"Cavalieri, Giovanni Battista, Ecclesiae militantis triumphi siue Deo amabilium martyrum gloriosa pro Christi fide certamina ... in ecclesia S. Stephani Rotundi, Romae Nicolai Circiniani pictoris manu uisuntur depicta [...], Romae, ex officina Bartholomaei Grassi, 1585",,Protomartyrs,Saints,Rome,Church History,Engravings,https://drive.google.com/file/d/1W0WEA667YDYnLJbby2Yev1s3KN_a3CaX/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Circignani, Niccolò",First christian martyrs 4,1585,"Cavalieri, Giovanni Battista, Ecclesiae militantis triumphi siue Deo amabilium martyrum gloriosa pro Christi fide certamina ... in ecclesia S. Stephani Rotundi, Romae Nicolai Circiniani pictoris manu uisuntur depicta [...], Romae, ex officina Bartholomaei Grassi, 1585",,Protomartyrs,Saints,Rome,Church History,Engravings,https://drive.google.com/file/d/1JobR5PNj_R-ooZL7L0BFktpTWDdv4Tyv/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Circignani, Niccolò",First christian martyrs 5,1585,"Cavalieri, Giovanni Battista, Ecclesiae militantis triumphi siue Deo amabilium martyrum gloriosa pro Christi fide certamina ... in ecclesia S. Stephani Rotundi, Romae Nicolai Circiniani pictoris manu uisuntur depicta [...], Romae, ex officina Bartholomaei Grassi, 1585",,Protomartyrs,Saints,Rome,Church History,Engravings,https://drive.google.com/file/d/1PINFB4qnwLCa6RA7dIg2Wp2pxB-Tsz37/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Circignani, Niccolò",First christian martyrs 6,1585,"Cavalieri, Giovanni Battista, Ecclesiae militantis triumphi siue Deo amabilium martyrum gloriosa pro Christi fide certamina ... in ecclesia S. Stephani Rotundi, Romae Nicolai Circiniani pictoris manu uisuntur depicta [...], Romae, ex officina Bartholomaei Grassi, 1585",,Protomartyrs,Saints,Rome,Church History,Engravings,https://drive.google.com/file/d/1aBOoiUbhvkRJsh-EJ2XkmrFlbR76TKYU/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Circignani, Niccolò",First christian martyrs 7,1585,"Cavalieri, Giovanni Battista, Ecclesiae militantis triumphi siue Deo amabilium martyrum gloriosa pro Christi fide certamina ... in ecclesia S. Stephani Rotundi, Romae Nicolai Circiniani pictoris manu uisuntur depicta [...], Romae, ex officina Bartholomaei Grassi, 1585",,Protomartyrs,Saints,Rome,Church History,Engravings,https://drive.google.com/file/d/1Fafnl8UYFGSOvSjUC4w8Fl8nmj93JkTK/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
"Circignani, Niccolò",First christian martyrs 8,1585,"Cavalieri, Giovanni Battista, Ecclesiae militantis triumphi siue Deo amabilium martyrum gloriosa pro Christi fide certamina ... in ecclesia S. Stephani Rotundi, Romae Nicolai Circiniani pictoris manu uisuntur depicta [...], Romae, ex officina Bartholomaei Grassi, 1585",,Protomartyrs,Saints,Rome,Church History,Engravings,https://drive.google.com/file/d/1M8wi4gtua8SxrGfg_KuA70wWygBAbVS6/view?usp=sharing,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Solera
